loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,term_months,start_date,status
11902,33522,56,Personal Loan,229318.46,12.0,180,2013-05-13,Active
11903,51838,125,Gold Loan,351363.14,15.4,12,2022-04-22,Active
11904,12488,41,Home Loan,226065.75,15.06,36,2019-06-07,Active
11905,9133,49,Home Loan,554188.62,12.41,60,2011-03-06,Active
11906,18532,9,Home Loan,696511.22,7.81,240,2019-01-09,Active
11907,6696,61,Gold Loan,80628.19,12.49,240,2013-10-19,Defaulted
11908,29176,114,Gold Loan,204515.59,13.31,12,2018-03-11,Closed
11909,17874,95,Auto Loan,409150.69,10.51,60,2015-09-08,Active
11910,43100,26,Personal Loan,202936.1,7.1,84,2022-03-04,Active
11911,24336,99,Personal Loan,269118.92,12.62,120,2024-03-27,Closed
11912,58018,113,Auto Loan,374094.76,7.38,12,2011-09-08,Active
11913,48915,83,Personal Loan,510141.15,9.3,180,2010-01-21,Active
11914,55439,66,Gold Loan,1291760.06,6.55,36,2016-09-26,Active
11915,3161,46,Business Loan,176138.52,12.33,60,2014-01-25,Active
11916,15465,20,Auto Loan,305454.92,8.95,36,2013-06-19,Active
11917,41409,134,Gold Loan,121016.79,8.1,180,2021-02-02,Active
11918,59599,87,Education Loan,104985.43,15.29,12,2010-12-12,Active
11919,13610,8,Gold Loan,160347.27,16.41,12,2010-07-04,Active
11920,17631,80,Gold Loan,493149.22,10.06,240,2013-03-06,Active
11921,39647,143,Auto Loan,182392.16,14.56,240,2024-04-25,Active
11922,20798,86,Personal Loan,170653.99,6.64,180,2014-08-14,Closed
11923,3097,146,Personal Loan,400110.14,8.29,180,2021-07-21,Closed
11924,31557,84,Personal Loan,459212.16,13.44,36,2016-07-23,Closed
11925,34552,14,Education Loan,297874.08,9.32,84,2020-12-30,Active
11926,19797,108,Auto Loan,1113485.65,9.61,84,2024-01-02,Closed
11927,18989,65,Business Loan,534026.09,15.91,60,2014-10-25,Active
11928,44167,94,Education Loan,543565.76,12.67,60,2015-07-27,Active
11929,51339,119,Gold Loan,283500.88,12.87,84,2021-06-05,Active
11930,17074,21,Education Loan,546092.33,8.93,120,2016-09-24,Active
11931,51449,106,Business Loan,158684.99,7.78,84,2022-02-14,Active
11932,53297,108,Home Loan,330885.04,15.24,84,2019-07-23,Closed
11933,49240,38,Gold Loan,69261.4,8.96,24,2013-03-18,Defaulted
11934,35929,85,Personal Loan,482596.53,7.65,60,2018-09-23,Active
11935,57886,118,Auto Loan,212117.68,16.04,240,2011-05-14,Active
11936,35802,51,Personal Loan,709203.15,13.11,60,2023-06-07,Active
11937,55090,75,Education Loan,785601.24,16.15,240,2022-04-12,Closed
11938,8962,100,Business Loan,654662.51,10.12,120,2013-11-11,Closed
11939,41188,65,Gold Loan,53293.44,11.39,180,2015-12-09,Active
11940,10677,142,Personal Loan,1092506.52,13.63,84,2021-04-23,Active
11941,9482,66,Auto Loan,558767.68,13.37,84,2011-08-30,Active
11942,7658,60,Auto Loan,705218.14,7.63,36,2025-02-15,Active
11943,21461,130,Gold Loan,468882.09,6.91,180,2010-10-11,Active
11944,34196,74,Home Loan,1945309.32,9.78,60,2010-09-27,Active
11945,11787,66,Personal Loan,238452.66,8.24,60,2023-08-13,Written Off
11946,4748,60,Gold Loan,162363.13,12.23,240,2012-11-05,Active
11947,2302,28,Education Loan,22300.85,14.51,180,2013-04-27,Active
11948,42284,88,Personal Loan,48089.63,9.78,84,2017-03-19,Closed
11949,24311,42,Home Loan,507296.47,10.51,24,2010-01-29,Active
11950,53311,15,Personal Loan,69685.25,12.54,12,2019-07-27,Active
11951,50920,100,Auto Loan,544440.08,11.65,60,2015-11-13,Active
11952,17049,21,Gold Loan,68837.34,7.64,240,2024-03-08,Active
11953,23612,117,Home Loan,424825.19,13.18,84,2018-08-06,Active
11954,2630,140,Gold Loan,476897.25,7.83,12,2020-11-25,Active
11955,19243,147,Home Loan,132849.4,6.77,84,2023-11-10,Written Off
11956,34513,33,Gold Loan,411914.08,7.62,120,2021-11-24,Closed
11957,31391,60,Education Loan,164772.83,7.83,36,2014-04-03,Active
11958,8053,123,Personal Loan,42655.11,12.79,84,2020-05-09,Active
11959,822,104,Personal Loan,29378.65,14.39,180,2014-10-19,Active
11960,32416,70,Education Loan,140803.09,15.27,12,2022-04-26,Active
11961,4757,58,Home Loan,178005.5,8.72,120,2024-09-30,Closed
11962,27912,70,Personal Loan,373016.36,10.38,240,2011-11-25,Active
11963,3319,70,Gold Loan,279528.65,16.48,36,2011-02-19,Active
11964,36971,60,Personal Loan,1539018.14,7.32,120,2025-04-01,Defaulted
11965,57521,87,Gold Loan,2806323.12,16.25,120,2013-04-08,Active
11966,9451,90,Home Loan,949300.26,8.18,120,2014-11-22,Written Off
11967,44999,137,Home Loan,305087.15,8.45,120,2016-10-24,Active
11968,15446,102,Personal Loan,26804.68,6.57,60,2022-10-11,Active
11969,47366,22,Personal Loan,265875.44,11.8,84,2014-09-08,Closed
11970,43409,51,Home Loan,731995.59,8.27,84,2017-12-13,Closed
11971,9362,52,Education Loan,547918.66,16.0,60,2022-08-12,Active
11972,49745,45,Gold Loan,142514.96,13.32,60,2012-04-07,Defaulted
11973,36799,6,Home Loan,44796.38,11.05,180,2013-01-14,Active
11974,58992,93,Personal Loan,629274.41,14.79,36,2012-06-27,Active
11975,10804,34,Auto Loan,173457.76,13.07,12,2023-01-18,Closed
11976,54428,111,Auto Loan,392923.1,11.28,180,2022-10-23,Active
11977,31719,64,Education Loan,390854.51,16.21,120,2019-09-05,Closed
11978,9454,119,Home Loan,685443.8,11.09,180,2020-05-07,Active
11979,25436,94,Business Loan,475702.65,11.64,36,2022-05-04,Active
11980,16188,140,Home Loan,838780.26,10.96,180,2013-04-13,Active
11981,31866,103,Personal Loan,207060.7,15.14,180,2015-10-25,Active
11982,28851,57,Education Loan,413743.65,14.47,12,2014-09-22,Active
11983,20815,23,Business Loan,1417014.0,9.89,120,2012-02-05,Active
11984,6934,88,Home Loan,694376.18,11.45,84,2024-08-31,Closed
11985,9771,137,Gold Loan,243014.84,12.47,60,2010-10-24,Active
11986,51713,117,Home Loan,187675.96,8.24,60,2015-03-11,Active
11987,14107,116,Auto Loan,963436.95,9.24,36,2015-10-20,Active
11988,3383,53,Home Loan,359668.13,16.03,120,2025-02-02,Active
11989,45189,143,Gold Loan,292250.09,12.93,180,2023-03-24,Active
11990,1832,27,Auto Loan,363955.88,11.12,24,2019-04-02,Active
11991,36105,100,Business Loan,452116.33,11.32,240,2010-04-09,Active
11992,58549,104,Business Loan,124061.46,8.62,240,2024-11-21,Closed
11993,1117,26,Gold Loan,470437.95,9.13,84,2014-04-27,Active
11994,4889,52,Home Loan,640882.53,13.9,240,2010-12-24,Defaulted
11995,349,84,Auto Loan,159159.71,8.06,84,2018-12-12,Closed
11996,49253,109,Home Loan,797998.94,15.85,60,2011-06-10,Active
11997,35662,3,Auto Loan,366352.12,12.59,36,2017-06-25,Active
11998,43968,40,Business Loan,559292.28,13.03,12,2019-01-17,Defaulted
11999,35045,82,Education Loan,120419.86,8.48,240,2020-01-18,Written Off
12000,16419,119,Home Loan,233648.39,7.29,36,2022-06-12,Closed
12001,25282,52,Business Loan,1000283.47,16.48,240,2019-12-06,Active
12002,10575,101,Home Loan,213300.4,8.24,60,2025-05-25,Active
12003,47605,107,Gold Loan,385736.26,13.24,120,2012-10-15,Active
12004,7918,93,Home Loan,683799.0,12.47,84,2023-05-18,Closed
12005,11642,87,Home Loan,308365.77,12.98,240,2010-02-25,Closed
12006,53509,56,Business Loan,24386.5,14.15,60,2017-01-13,Active
12007,41771,16,Education Loan,819797.85,10.6,60,2017-04-30,Closed
12008,54876,83,Gold Loan,632495.04,9.68,180,2017-06-01,Active
12009,22044,74,Education Loan,1230896.54,12.98,180,2019-10-19,Active
12010,22496,116,Education Loan,30619.15,12.67,24,2012-12-10,Closed
12011,32435,35,Home Loan,860432.36,15.7,120,2016-05-03,Active
12012,11075,47,Gold Loan,278317.31,8.42,60,2024-10-27,Active
12013,12274,10,Education Loan,475627.28,15.18,60,2022-03-25,Active
12014,18787,118,Gold Loan,130066.26,6.78,84,2021-06-18,Active
12015,28501,101,Education Loan,251156.85,14.15,36,2022-11-04,Active
12016,17037,122,Auto Loan,170640.91,12.82,60,2020-05-29,Active
12017,11898,84,Auto Loan,202881.59,14.9,60,2014-05-19,Active
12018,12598,1,Gold Loan,262235.21,15.35,180,2023-10-05,Written Off
12019,10350,99,Education Loan,263242.52,15.21,36,2016-04-13,Active
12020,24704,19,Home Loan,348165.48,9.22,60,2025-05-05,Active
12021,7400,86,Home Loan,687556.27,10.42,180,2014-03-15,Active
12022,49728,119,Home Loan,1154606.67,11.74,12,2020-07-20,Active
12023,5049,121,Home Loan,744737.66,6.85,60,2016-12-18,Active
12024,33109,103,Education Loan,269257.75,7.87,36,2018-05-12,Active
12025,48282,101,Gold Loan,355521.52,14.24,12,2010-05-08,Defaulted
12026,19852,99,Gold Loan,344794.7,12.93,60,2010-06-04,Defaulted
12027,21761,146,Personal Loan,151817.83,12.59,240,2011-03-18,Active
12028,48417,145,Personal Loan,594355.21,10.86,24,2011-01-30,Closed
12029,19456,75,Auto Loan,260788.24,14.99,120,2021-11-02,Closed
12030,6710,27,Education Loan,140891.91,7.21,60,2011-02-01,Active
12031,29964,59,Auto Loan,170159.0,10.22,36,2021-08-06,Closed
12032,16715,127,Auto Loan,224256.94,9.01,84,2023-12-10,Written Off
12033,4191,121,Education Loan,236762.03,11.61,120,2017-12-24,Defaulted
12034,59623,20,Business Loan,408146.84,7.33,24,2016-12-15,Defaulted
12035,4761,103,Gold Loan,103634.34,9.12,84,2024-04-18,Closed
12036,55798,68,Home Loan,285252.3,9.88,60,2013-04-25,Active
12037,56151,55,Auto Loan,114453.38,11.68,24,2013-11-22,Closed
12038,16492,147,Education Loan,1020327.91,14.61,24,2021-09-11,Active
12039,25965,150,Auto Loan,703937.21,14.19,36,2012-11-02,Closed
12040,29190,1,Education Loan,1773164.6,9.96,84,2024-05-30,Closed
12041,50434,5,Gold Loan,453834.68,16.25,36,2010-10-05,Active
12042,49180,105,Auto Loan,218937.28,12.39,84,2014-11-09,Active
12043,34785,45,Education Loan,475235.42,11.15,36,2017-05-03,Active
12044,58450,12,Business Loan,50977.41,6.73,24,2016-12-09,Active
12045,44968,34,Personal Loan,694969.67,12.71,120,2019-04-16,Active
12046,28439,91,Auto Loan,64754.08,12.61,240,2010-09-10,Active
12047,41066,49,Education Loan,127205.42,9.55,12,2021-11-16,Active
12048,19626,20,Education Loan,889373.34,9.29,240,2014-01-31,Written Off
12049,33363,140,Business Loan,92122.3,13.61,240,2015-12-23,Active
12050,34799,52,Auto Loan,565089.15,12.58,24,2015-08-02,Active
12051,35197,125,Personal Loan,174633.71,7.54,36,2022-05-03,Active
12052,4631,121,Business Loan,398349.04,15.09,24,2015-10-30,Active
12053,47742,119,Auto Loan,344986.82,9.74,84,2011-12-03,Active
12054,30276,104,Auto Loan,295678.16,13.34,36,2014-04-25,Active
12055,11809,14,Gold Loan,432420.7,10.73,12,2014-08-05,Active
12056,10470,44,Business Loan,1154376.1,15.37,60,2011-02-06,Active
12057,28893,73,Gold Loan,428371.16,12.02,84,2022-01-18,Active
12058,19037,122,Business Loan,813585.91,6.67,84,2022-09-29,Defaulted
12059,46742,122,Home Loan,885929.83,10.11,180,2019-04-12,Active
12060,13888,24,Education Loan,311570.13,7.78,24,2014-07-31,Closed
12061,37241,78,Gold Loan,1226172.35,7.22,84,2016-03-29,Active
12062,34443,116,Gold Loan,1816336.53,10.72,24,2011-11-23,Defaulted
12063,57766,23,Education Loan,1131726.76,12.9,12,2019-12-27,Defaulted
12064,35169,113,Personal Loan,32818.25,8.06,120,2023-01-09,Active
12065,56265,45,Personal Loan,39268.42,8.55,60,2024-10-07,Active
12066,18489,28,Education Loan,253827.92,14.62,180,2016-10-20,Closed
12067,54514,45,Personal Loan,728972.54,13.13,24,2018-04-10,Closed
12068,58054,111,Education Loan,398679.18,10.23,60,2014-12-03,Closed
12069,48976,117,Business Loan,106134.17,16.43,180,2020-08-04,Closed
12070,30341,108,Business Loan,440851.37,8.11,240,2018-10-04,Active
12071,43141,124,Personal Loan,292682.1,9.94,240,2011-04-03,Active
12072,33893,81,Personal Loan,1542579.08,14.42,24,2010-10-08,Closed
12073,20920,121,Home Loan,1143314.28,11.22,120,2015-03-24,Active
12074,24737,36,Auto Loan,393264.16,13.74,12,2016-10-02,Active
12075,38637,68,Education Loan,212351.47,16.17,60,2012-03-05,Active
12076,42212,117,Personal Loan,327632.95,7.73,240,2010-12-31,Active
12077,59165,27,Business Loan,1331237.34,15.84,84,2017-01-30,Active
12078,996,62,Auto Loan,637668.05,10.69,84,2018-10-16,Active
12079,25804,111,Gold Loan,214494.98,13.64,36,2024-02-04,Closed
12080,24043,46,Education Loan,448075.42,13.05,60,2014-02-26,Closed
12081,49289,96,Education Loan,1244141.98,11.51,120,2022-12-29,Active
12082,42323,63,Personal Loan,844032.17,9.07,84,2018-08-22,Closed
12083,58677,94,Personal Loan,1026052.69,16.29,36,2022-01-04,Closed
12084,8870,66,Business Loan,320340.65,9.86,240,2018-05-02,Active
12085,59317,113,Home Loan,1027374.31,13.29,84,2020-07-04,Active
12086,41210,44,Education Loan,355702.8,8.39,240,2020-03-25,Active
12087,7094,24,Auto Loan,613740.95,6.76,24,2021-09-13,Closed
12088,2727,64,Home Loan,260810.94,13.35,120,2013-04-16,Closed
12089,50337,80,Personal Loan,529798.91,8.14,84,2023-12-22,Active
12090,24079,78,Gold Loan,400771.25,13.59,12,2011-08-01,Active
12091,59185,53,Auto Loan,506433.15,15.57,60,2015-12-28,Active
12092,43365,34,Auto Loan,369336.56,13.05,12,2014-05-15,Active
12093,46486,116,Auto Loan,1092627.95,14.67,24,2024-09-30,Active
12094,46652,124,Gold Loan,567646.24,7.95,12,2018-12-02,Active
12095,44220,120,Education Loan,92826.01,16.36,120,2016-09-13,Closed
12096,21774,138,Education Loan,73324.8,12.26,240,2020-12-26,Active
12097,10735,14,Personal Loan,528826.45,11.4,36,2013-01-24,Active
12098,11390,136,Home Loan,178910.2,10.83,240,2012-01-01,Active
12099,38757,12,Personal Loan,979334.41,13.04,24,2022-11-30,Closed
12100,43394,114,Business Loan,818437.61,10.68,120,2015-12-07,Active
12101,21373,98,Business Loan,487027.13,14.2,84,2012-07-04,Active
12102,52997,136,Personal Loan,1584639.83,14.75,60,2015-02-17,Active
12103,57222,23,Gold Loan,1867067.85,14.35,84,2015-12-02,Active
12104,16681,140,Auto Loan,172027.07,16.31,36,2025-01-18,Closed
12105,49802,139,Home Loan,217525.2,10.23,120,2024-03-16,Closed
12106,4473,76,Auto Loan,51215.18,7.86,60,2017-06-01,Active
12107,4471,65,Auto Loan,1242597.33,7.06,24,2013-11-20,Active
12108,32102,34,Education Loan,402441.57,13.02,60,2014-04-25,Closed
12109,1113,53,Education Loan,1214585.12,15.12,12,2011-07-14,Active
12110,53560,125,Business Loan,744804.8,9.12,60,2010-04-21,Active
12111,37622,146,Auto Loan,2565160.55,9.09,120,2019-11-26,Active
12112,30811,118,Personal Loan,33579.03,9.57,60,2024-12-06,Active
12113,2896,81,Business Loan,61220.65,7.23,120,2020-10-18,Active
12114,48733,17,Home Loan,45998.08,12.03,120,2013-05-18,Active
12115,31617,111,Education Loan,140502.93,8.47,24,2010-07-09,Active
12116,33016,60,Business Loan,567534.22,7.98,36,2025-03-03,Active
12117,23992,8,Gold Loan,1307980.65,14.42,24,2024-12-02,Active
12118,30623,125,Auto Loan,1038120.6,12.33,12,2011-08-11,Closed
12119,19367,72,Auto Loan,1104906.83,15.92,240,2019-06-04,Active
12120,19203,129,Personal Loan,329933.2,15.62,24,2025-01-11,Active
12121,874,26,Personal Loan,204753.05,7.14,36,2020-10-09,Active
12122,50630,67,Education Loan,438058.32,6.8,12,2022-05-31,Closed
12123,156,37,Home Loan,232850.33,8.49,240,2012-01-20,Active
12124,24035,24,Auto Loan,829876.48,9.52,12,2013-11-23,Active
12125,47267,132,Home Loan,717338.43,14.31,36,2013-03-14,Active
12126,25055,109,Personal Loan,80195.04,15.65,240,2017-05-04,Active
12127,19483,11,Home Loan,158088.65,13.84,240,2015-10-29,Active
12128,42814,133,Business Loan,122334.77,7.26,12,2011-04-12,Active
12129,52265,34,Personal Loan,329724.7,13.77,84,2022-05-09,Closed
12130,1962,54,Gold Loan,426417.79,8.53,120,2023-10-06,Closed
12131,21030,31,Home Loan,305550.05,11.61,84,2014-06-26,Active
12132,1476,140,Business Loan,236140.84,15.35,120,2018-07-17,Defaulted
12133,59988,132,Personal Loan,168011.7,11.92,60,2013-06-16,Closed
12134,38566,112,Business Loan,75998.79,13.6,12,2016-02-28,Active
12135,2158,42,Auto Loan,57171.61,13.84,84,2019-03-21,Active
12136,23776,46,Gold Loan,22294.64,12.51,36,2023-01-01,Active
12137,43005,80,Education Loan,473374.74,13.85,240,2016-10-26,Active
12138,49330,15,Gold Loan,223350.26,13.89,240,2018-08-05,Active
12139,59692,91,Personal Loan,21019.5,15.1,120,2024-06-01,Active
12140,36503,69,Education Loan,101034.41,15.0,120,2021-05-22,Active
12141,58166,13,Gold Loan,1305169.81,11.45,36,2022-11-17,Active
12142,58379,15,Gold Loan,872636.1,12.88,84,2018-02-13,Active
12143,1120,64,Auto Loan,159918.85,14.47,120,2021-01-15,Active
12144,47704,143,Business Loan,68846.79,11.47,60,2024-04-01,Active
12145,45799,29,Auto Loan,254084.61,7.47,12,2017-04-28,Defaulted
12146,15369,93,Business Loan,101967.01,14.79,180,2024-06-16,Active
12147,56960,76,Gold Loan,456816.35,15.89,180,2025-02-24,Active
12148,31274,13,Personal Loan,85234.57,6.7,240,2014-12-27,Active
12149,36435,143,Home Loan,352292.95,12.53,120,2015-04-14,Active
12150,23604,17,Gold Loan,149179.13,8.15,36,2018-06-12,Written Off
12151,44677,147,Auto Loan,733304.7,7.52,60,2022-11-22,Active
12152,13704,105,Business Loan,285051.19,9.81,240,2019-05-24,Active
12153,22728,95,Home Loan,1083156.25,6.55,120,2017-08-22,Active
12154,1240,94,Home Loan,444529.97,6.7,12,2017-02-13,Active
12155,47759,78,Personal Loan,455782.1,10.51,36,2016-06-04,Closed
12156,45835,94,Home Loan,405181.73,13.72,120,2013-02-22,Active
12157,6249,52,Home Loan,215848.42,13.35,12,2012-09-17,Active
12158,55229,16,Personal Loan,898253.83,12.88,84,2020-08-18,Active
12159,14912,126,Personal Loan,519165.54,13.3,180,2024-08-08,Active
12160,21294,112,Gold Loan,355523.85,8.5,240,2020-12-12,Active
12161,11639,30,Personal Loan,453394.58,6.52,180,2012-06-30,Active
12162,9942,125,Auto Loan,179220.17,14.27,120,2010-06-10,Active
12163,23070,123,Business Loan,734208.92,16.06,12,2019-09-12,Active
12164,49333,34,Home Loan,156419.38,15.63,120,2018-08-18,Active
12165,32365,130,Home Loan,1127179.92,7.42,24,2012-03-12,Defaulted
12166,1567,124,Gold Loan,74056.42,11.56,84,2015-09-10,Closed
12167,6656,117,Personal Loan,625128.12,9.89,180,2016-08-23,Defaulted
12168,36770,57,Personal Loan,746346.33,11.34,12,2019-12-31,Closed
12169,8519,138,Business Loan,388130.81,7.16,180,2025-02-10,Closed
12170,14469,57,Education Loan,89683.12,12.65,60,2014-02-11,Closed
12171,44070,130,Auto Loan,84858.3,10.2,240,2017-02-08,Active
12172,43079,80,Personal Loan,309399.29,11.86,24,2012-12-02,Active
12173,23861,129,Personal Loan,2550086.92,12.58,180,2023-12-22,Active
12174,15877,9,Auto Loan,330257.82,10.17,240,2021-09-12,Active
12175,30478,52,Personal Loan,729025.68,10.99,240,2021-06-21,Active
12176,8389,96,Gold Loan,2013336.71,7.16,24,2014-04-19,Active
12177,44624,17,Personal Loan,244798.63,11.25,24,2016-06-01,Defaulted
12178,42518,103,Personal Loan,205289.82,11.59,60,2010-12-16,Defaulted
12179,1763,45,Home Loan,724706.08,11.84,60,2019-02-02,Closed
12180,33983,113,Home Loan,424119.63,14.55,240,2011-01-20,Active
12181,27164,89,Home Loan,64936.19,10.41,36,2016-12-10,Active
12182,33586,1,Business Loan,881034.05,12.84,24,2012-09-15,Closed
12183,15732,37,Home Loan,904151.03,12.83,120,2018-06-13,Active
12184,41271,8,Gold Loan,46631.85,8.65,180,2014-07-10,Closed
12185,59741,138,Gold Loan,1776555.07,14.81,24,2019-11-13,Closed
12186,43969,106,Gold Loan,902347.74,14.0,12,2024-02-19,Active
12187,37505,23,Home Loan,1507542.73,14.65,24,2020-10-06,Active
12188,47272,57,Gold Loan,354831.99,16.16,180,2020-09-17,Closed
12189,35731,84,Education Loan,306079.16,9.63,180,2022-02-16,Defaulted
12190,12538,72,Personal Loan,274644.55,9.18,180,2018-11-29,Active
12191,17530,78,Home Loan,937673.05,11.82,24,2011-10-07,Defaulted
12192,31268,60,Gold Loan,103347.77,15.09,12,2018-01-14,Active
12193,28194,73,Personal Loan,34775.32,13.62,120,2017-02-22,Active
12194,28702,89,Home Loan,337839.05,11.98,120,2012-06-19,Active
12195,58963,43,Auto Loan,557805.69,10.67,12,2018-09-21,Active
12196,47178,136,Personal Loan,266850.77,11.47,180,2023-11-12,Closed
12197,58942,87,Education Loan,633773.24,7.0,12,2015-01-13,Active
12198,23469,61,Auto Loan,562888.01,12.52,60,2018-06-23,Active
12199,35156,144,Gold Loan,705443.79,14.94,84,2018-11-13,Active
12200,13768,67,Home Loan,47413.96,6.95,84,2010-12-27,Active
12201,46519,107,Education Loan,449240.08,11.24,24,2010-01-20,Closed
12202,20638,78,Education Loan,507846.83,13.78,240,2016-12-26,Closed
12203,35618,5,Home Loan,190139.84,12.35,12,2016-12-01,Active
12204,46493,68,Personal Loan,263548.65,13.16,180,2022-06-24,Closed
12205,44779,87,Business Loan,618301.96,6.86,180,2013-02-27,Active
12206,33368,99,Education Loan,140723.56,12.59,84,2015-12-16,Active
12207,58408,41,Education Loan,284129.15,15.31,12,2022-09-09,Active
12208,4478,37,Personal Loan,414405.57,10.35,60,2014-03-13,Active
12209,44999,51,Education Loan,365842.82,6.56,180,2018-03-23,Active
12210,43299,100,Home Loan,263873.34,7.09,12,2015-02-20,Active
12211,26310,64,Personal Loan,588726.02,11.8,180,2018-05-23,Active
12212,42753,7,Home Loan,295105.22,7.6,180,2013-06-26,Closed
12213,4660,105,Auto Loan,188242.04,13.03,36,2018-11-06,Active
12214,15075,22,Auto Loan,60488.86,11.85,36,2020-05-27,Active
12215,2674,42,Personal Loan,165193.78,7.69,24,2020-11-26,Defaulted
12216,48881,26,Business Loan,228702.14,13.51,60,2023-12-01,Closed
12217,11481,35,Education Loan,967774.02,11.68,60,2019-04-05,Active
12218,24424,30,Home Loan,1095782.64,10.55,120,2017-04-12,Closed
12219,21603,90,Personal Loan,188443.26,14.4,36,2010-07-23,Active
12220,2721,13,Education Loan,1153977.86,12.22,120,2014-10-06,Active
12221,33433,82,Gold Loan,213990.53,10.08,240,2011-06-01,Active
12222,16936,2,Gold Loan,393561.69,11.43,60,2014-11-22,Closed
12223,27642,20,Business Loan,1156875.79,10.12,120,2013-12-22,Active
12224,14780,92,Home Loan,151486.25,11.35,60,2013-11-25,Closed
12225,37213,109,Education Loan,226272.96,14.69,240,2016-05-22,Active
12226,34734,59,Business Loan,284889.55,13.46,240,2014-09-18,Closed
12227,26891,12,Business Loan,509189.48,7.02,12,2019-12-29,Active
12228,41464,138,Home Loan,51139.02,11.47,84,2023-06-02,Active
12229,45099,35,Home Loan,573058.2,11.2,36,2017-11-24,Closed
12230,12753,47,Gold Loan,32912.1,11.31,36,2016-02-14,Defaulted
12231,17731,68,Personal Loan,743152.77,13.77,12,2011-05-29,Closed
12232,43208,65,Home Loan,325487.93,8.49,240,2012-02-05,Closed
12233,25257,64,Education Loan,681861.58,8.38,180,2019-08-24,Active
12234,40034,124,Home Loan,1516086.49,14.37,84,2014-10-25,Active
12235,21691,68,Education Loan,63053.21,15.43,60,2022-05-09,Defaulted
12236,55813,17,Home Loan,1149963.23,7.89,60,2010-07-20,Closed
12237,36701,65,Auto Loan,397429.1,12.04,84,2021-09-16,Active
12238,31028,75,Home Loan,917605.45,8.27,36,2022-09-15,Active
12239,20833,23,Auto Loan,253304.26,10.8,12,2011-03-13,Active
12240,1568,70,Gold Loan,769253.66,10.01,60,2012-10-30,Closed
12241,28373,72,Personal Loan,406623.94,14.81,12,2013-11-06,Active
12242,1259,77,Personal Loan,723627.63,6.91,60,2019-10-17,Defaulted
12243,48789,32,Education Loan,283829.95,10.56,60,2011-03-25,Active
12244,14794,116,Business Loan,1187597.78,15.0,36,2019-06-30,Closed
12245,3834,67,Gold Loan,275927.47,9.35,12,2015-04-28,Active
12246,31175,116,Personal Loan,142882.31,7.3,36,2015-02-25,Closed
12247,12297,52,Home Loan,66932.71,12.86,60,2015-01-24,Active
12248,18200,36,Business Loan,202790.58,10.42,120,2016-04-15,Active
12249,18852,6,Gold Loan,136477.65,7.77,180,2021-10-15,Active
12250,43933,91,Auto Loan,374248.85,12.73,24,2022-04-30,Active
12251,51722,21,Personal Loan,276204.47,7.3,240,2014-06-16,Active
12252,43317,80,Gold Loan,572575.98,11.92,60,2013-09-21,Active
12253,33750,134,Education Loan,97747.14,16.04,120,2010-10-08,Active
12254,468,117,Personal Loan,118392.42,12.71,180,2023-06-18,Active
12255,25978,101,Gold Loan,79915.3,11.92,36,2018-07-31,Closed
12256,24601,22,Personal Loan,47481.75,13.94,12,2012-07-12,Active
12257,15951,126,Gold Loan,308766.94,14.64,24,2019-05-14,Active
12258,17021,26,Gold Loan,309118.38,11.55,84,2022-01-17,Active
12259,27923,54,Business Loan,232592.21,9.1,24,2011-06-05,Active
12260,49106,135,Auto Loan,1048684.48,8.8,36,2021-06-25,Active
12261,15752,117,Gold Loan,294521.49,7.78,84,2019-11-06,Written Off
12262,51048,125,Home Loan,399177.5,12.92,240,2022-03-29,Active
12263,18073,122,Gold Loan,196461.96,12.58,120,2010-03-21,Active
12264,50773,59,Home Loan,175372.81,13.44,60,2013-12-01,Active
12265,44456,129,Auto Loan,480267.12,15.22,180,2020-12-22,Active
12266,7684,103,Personal Loan,1449822.95,13.02,84,2022-01-31,Active
12267,1365,123,Business Loan,46141.71,15.51,36,2012-05-29,Active
12268,58772,30,Business Loan,185228.53,13.55,12,2024-10-06,Active
12269,45929,10,Personal Loan,97256.99,15.79,36,2021-11-21,Active
12270,48590,47,Personal Loan,23152.75,15.87,36,2023-03-22,Closed
12271,43329,63,Business Loan,29409.52,15.61,36,2017-04-07,Closed
12272,1639,25,Auto Loan,223863.46,7.58,36,2015-12-31,Active
12273,54207,54,Gold Loan,491413.99,15.94,12,2020-11-15,Closed
12274,44813,69,Gold Loan,167568.18,9.67,240,2020-02-04,Active
12275,25646,37,Education Loan,111643.01,15.82,60,2020-03-30,Closed
12276,6527,27,Home Loan,438687.86,8.32,24,2024-07-23,Closed
12277,32900,135,Gold Loan,141173.69,12.96,60,2011-04-10,Active
12278,51592,94,Auto Loan,791743.18,7.87,180,2017-09-07,Active
12279,35899,90,Personal Loan,123735.31,10.16,240,2017-09-04,Active
12280,51310,133,Gold Loan,1018511.08,10.38,84,2014-05-29,Active
12281,54514,128,Education Loan,344711.89,9.55,180,2020-12-11,Active
12282,49702,89,Gold Loan,255429.28,8.43,12,2024-03-26,Closed
12283,33789,70,Business Loan,112425.53,16.14,84,2010-01-22,Closed
12284,16570,17,Home Loan,108977.6,11.26,24,2021-05-03,Active
12285,4662,33,Gold Loan,234490.57,6.97,60,2014-12-08,Active
12286,38894,48,Business Loan,268132.56,9.45,12,2022-08-08,Active
12287,45258,99,Auto Loan,26722.81,12.36,12,2022-02-02,Active
