Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,PlayerID,AstPer90,G+APer90,GlsPer90,G-PKPer90,G+A-PKPer90,SecondPos
298,Josip Juranović,DF,hr Croatia,26,1.sct Celtic,1995,6,6,600,6.7,0,1,1,0,0,0,0,0,0a084b35,0.15,0.15,0.0,0.0,0.15,N/A
299,Daichi Kamada,MF,jp Japan,25,1.de Frankfurt,1996,4,4,322,3.6,0,0,0,0,0,0,0,0,15b287da,0.0,0.0,0.0,0.0,0.0,FW
300,Jakub Kamiński,MF,pl Poland,20,1.de Wolfsburg,2002,4,2,233,2.6,0,0,0,0,0,0,0,0,202b3b68,0.0,0.0,0.0,0.0,0.0,N/A
301,Hossein Kanaanizadegan,DF,ir IR Iran,28,1.qa Al Ahli SC,1994,1,0,45,0.5,0,0,0,0,0,0,1,0,24353c25,0.0,0.0,0.0,0.0,0.0,N/A
302,Harry Kane,FW,eng England,28,1.eng Tottenham,1993,5,5,402,4.5,2,3,5,1,1,2,0,0,21a66f6a,0.67,1.12,0.45,0.22,0.9,N/A
303,Lee Kang-in,MF,kr Korea Republic,21,1.es Mallorca,2001,4,1,147,1.6,0,1,1,0,0,0,1,0,8455ad90,0.61,0.61,0.0,0.0,0.61,N/A
304,Mohamed Kanno,MF,sa Saudi Arabia,27,1.sa Al-Hilal,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,74ccf212,0.0,0.0,0.0,0.0,0.0,N/A
305,Fran Karačić,DF,au Australia,26,2.it Brescia,1996,2,1,93,1.0,0,0,0,0,0,0,0,0,e2f8c69c,0.0,0.0,0.0,0.0,0.0,N/A
306,Ali Karimi,MF,ir IR Iran,28,1.tr Kayserispor,1994,3,1,99,1.1,0,0,0,0,0,0,0,0,3840bfb9,0.0,0.0,0.0,0.0,0.0,N/A
307,Mark-Anthony Kaye,MF,ca Canada,27,1.us Toronto FC,1994,1,1,59,0.7,0,0,0,0,0,0,0,0,36a38acd,0.0,0.0,0.0,0.0,0.0,N/A
308,Wajdi Kechrida,MF,tn Tunisia,26,1.gr Atromitos,1995,3,1,111,1.2,0,0,0,0,0,0,1,0,11962fe7,0.0,0.0,0.0,0.0,0.0,N/A
309,Thilo Kehrer,DF,de Germany,25,1.eng West Ham,1996,1,1,69,0.8,0,0,0,0,0,0,1,0,51dbeea9,0.0,0.0,0.0,0.0,0.0,N/A
310,Bilal El Khannouss,MF,ma Morocco,18,1.be Genk,2004,1,1,55,0.6,0,0,0,0,0,0,0,0,f7042636,0.0,0.0,0.0,0.0,0.0,N/A
311,Wahbi Khazri,FW,tn Tunisia,31,1.fr Montpellier,1991,2,1,83,0.9,1,0,1,1,0,0,0,0,2677a1de,0.0,1.08,1.08,1.08,1.08,N/A
312,Musab Kheder,DF,qa Qatar,28,1.qa Al Sadd,1993,1,0,6,0.1,0,0,0,0,0,0,0,0,d9261523,0.0,0.0,0.0,0.0,0.0,N/A
313,Boualem Khoukhi,DF,qa Qatar,31,1.qa Al Sadd,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,7be5ad52,0.0,0.0,0.0,0.0,0.0,N/A
314,Joshua Kimmich,MF,de Germany,27,1.de Bayern Munich,1995,3,3,270,3.0,0,0,0,0,0,0,1,0,49296448,0.0,0.0,0.0,0.0,0.0,DF
315,Jakub Kiwior,DF,pl Poland,22,1.it Spezia,2000,4,4,355,3.9,0,0,0,0,0,0,1,0,dc3e663e,0.0,0.0,0.0,0.0,0.0,N/A
316,Simon Kjær,DF,dk Denmark,33,1.it Milan,1989,1,1,64,0.7,0,0,0,0,0,0,0,0,8b8a56ce,0.0,0.0,0.0,0.0,0.0,N/A
317,Davy Klaassen,MF,nl Netherlands,29,1.nl Ajax,1993,4,3,190,2.1,1,2,3,1,0,0,0,0,15fd5593,0.95,1.42,0.47,0.47,1.42,N/A
318,Lukas Klostermann,DF,de Germany,26,1.de RB Leipzig,1996,2,0,66,0.7,0,0,0,0,0,0,0,0,ca8033cb,0.0,0.0,0.0,0.0,0.0,MF
319,Gregor Kobel,GK,ch Switzerland,24,1.de Dortmund,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,cd59b9df,0.0,0.0,0.0,0.0,0.0,N/A
320,Koke,MF,es Spain,30,1.es Atlético Madrid,1992,2,0,52,0.6,0,0,0,0,0,0,0,0,55126f3b,0.0,0.0,0.0,0.0,0.0,N/A
321,Randal Kolo Muani,FW,fr France,23,1.de Frankfurt,1998,3,1,182,2.0,1,0,1,1,0,0,0,0,c0b3669f,0.0,0.49,0.49,0.49,0.49,N/A
322,Ibrahima Konaté,DF,fr France,23,1.eng Liverpool,1999,5,3,294,3.3,0,0,0,0,0,0,0,0,5ed9b537,0.0,0.0,0.0,0.0,0.0,N/A
323,Ismaël Koné,MF,ca Canada,19,1.us CF Montréal,2002,3,0,109,1.2,0,0,0,0,0,0,0,0,e0220b70,0.0,0.0,0.0,0.0,0.0,N/A
324,Teun Koopmeiners,MF,nl Netherlands,24,1.it Atalanta,1998,5,1,219,2.4,0,1,1,0,0,0,1,0,a26fb8aa,0.41,0.41,0.0,0.0,0.41,N/A
325,Filip Kostić,MF,rs Serbia,29,1.it Juventus,1992,2,2,179,2.0,0,0,0,0,0,0,0,0,b1cd37e6,0.0,0.0,0.0,0.0,0.0,N/A
326,Kalidou Koulibaly,DF,sn Senegal,30,1.eng Chelsea,1991,4,4,360,4.0,1,0,1,1,0,0,1,0,da974c7b,0.0,0.25,0.25,0.25,0.25,N/A
327,Jules Koundé,DF,fr France,23,1.es Barcelona,1998,6,5,480,5.3,0,0,0,0,0,0,1,0,4d1666ff,0.0,0.0,0.0,0.0,0.0,N/A
328,Cheikhou Kouyaté,MF,sn Senegal,32,1.eng Nottingham,1989,1,1,72,0.8,0,0,0,0,0,0,0,0,8d3c902d,0.0,0.0,0.0,0.0,0.0,N/A
329,Mateo Kovačić,MF,hr Croatia,28,1.eng Chelsea,1994,7,7,635,7.1,0,0,0,0,0,0,2,0,79c0821a,0.0,0.0,0.0,0.0,0.0,N/A
330,Andrej Kramarić,FW,hr Croatia,30,1.de Hoffenheim,1991,7,7,474,5.3,2,0,2,2,0,0,0,0,603cb947,0.0,0.38,0.38,0.38,0.38,N/A
331,Rasmus Kristensen,MF,dk Denmark,24,1.eng Leeds United,1997,3,3,224,2.5,0,0,0,0,0,0,1,0,39769cff,0.0,0.0,0.0,0.0,0.0,DF
332,Grzegorz Krychowiak,MF,pl Poland,32,1.sa Al-Shabab,1990,4,4,332,3.7,0,0,0,0,0,0,1,0,580d52dd,0.0,0.0,0.0,0.0,0.0,N/A
333,Takefusa Kubo,MF,jp Japan,21,1.es Real Sociedad,2001,2,2,90,1.0,0,0,0,0,0,0,0,0,16aa3654,0.0,0.0,0.0,0.0,0.0,FW
334,Mohammed Kudus,MF,gh Ghana,21,1.nl Ajax,2000,3,3,247,2.7,2,0,2,2,0,0,1,0,b62878a5,0.0,0.73,0.73,0.73,0.73,FW
335,Pierre Kunde,MF,cm Cameroon,26,1.gr Olympiacos,1995,2,2,131,1.5,0,0,0,0,0,0,1,0,9ceb7642,0.0,0.0,0.0,0.0,0.0,N/A
336,Garang Kuol,MF,au Australia,17,1.au Central Coast,2004,2,0,37,0.4,0,0,0,0,0,0,0,0,a8a80be7,0.0,0.0,0.0,0.0,0.0,N/A
337,Daniel Kyereh,FW,gh Ghana,26,1.de Freiburg,1996,3,0,33,0.4,0,0,0,0,0,0,0,0,2770726a,0.0,0.0,0.0,0.0,0.0,MF
338,Kwon Kyung-won,DF,kr Korea Republic,30,1.jp Gamba Osaka,1992,2,1,91,1.0,0,0,0,0,0,0,0,0,ad1516af,0.0,0.0,0.0,0.0,0.0,N/A
339,Aïssa Laïdouni,MF,tn Tunisia,25,1.hu Ferencváros,1996,3,3,243,2.7,0,1,1,0,0,0,1,0,22798128,0.37,0.37,0.0,0.0,0.37,N/A
340,Tariq Lamptey,DF,gh Ghana,21,1.eng Brighton,2000,2,1,102,1.1,0,0,0,0,0,0,1,0,f4e433d4,0.0,0.0,0.0,0.0,0.0,N/A
341,Noa Lang,FW,nl Netherlands,22,1.be Club Brugge,1999,1,0,8,0.1,0,0,0,0,0,0,1,0,8e034340,0.0,0.0,0.0,0.0,0.0,MF
342,Aymeric Laporte,DF,es Spain,28,1.eng Manchester City,1994,3,3,300,3.3,0,0,0,0,0,0,1,0,119b9a8e,0.0,0.0,0.0,0.0,0.0,N/A
343,Cyle Larin,FW,ca Canada,27,1.be Club Brugge,1995,3,2,137,1.5,0,0,0,0,0,0,0,0,e7af9060,0.0,0.0,0.0,0.0,0.0,N/A
344,Richie Laryea,MF,ca Canada,27,1.us Toronto FC,1995,3,2,160,1.8,0,0,0,0,0,0,0,0,276fdbe4,0.0,0.0,0.0,0.0,0.0,DF
345,Darko Lazović,MF,rs Serbia,31,1.it Hellas Verona,1990,1,0,25,0.3,0,0,0,0,0,0,0,0,5128bde4,0.0,0.0,0.0,0.0,0.0,N/A
346,Rafael Leão,FW,pt Portugal,23,1.it Milan,1999,5,0,88,1.0,2,0,2,2,0,0,0,0,20730eae,0.0,2.05,2.05,2.05,2.05,MF
347,Mathew Leckie,MF,au Australia,31,1.au Melb City,1991,4,4,333,3.7,1,1,2,1,0,0,0,0,b93b7882,0.27,0.54,0.27,0.27,0.54,N/A
348,Robert Lewandowski,FW,pl Poland,33,1.es Barcelona,1988,4,4,360,4.0,2,1,3,1,1,2,0,0,8d78e732,0.25,0.75,0.5,0.25,0.5,N/A
349,Matthijs de Ligt,DF,nl Netherlands,22,1.de Bayern Munich,1999,2,1,91,1.0,0,0,0,0,0,0,1,0,d6e53a3a,0.0,0.0,0.0,0.0,0.0,N/A
350,Jesper Lindstrøm,FW,dk Denmark,22,1.de Frankfurt,2000,3,2,200,2.2,0,0,0,0,0,0,0,0,37dc1a48,0.0,0.0,0.0,0.0,0.0,N/A
351,Marko Livaja,FW,hr Croatia,28,1.hr Hajduk Split,1993,6,3,241,2.7,1,1,2,1,0,0,0,0,6e5497ca,0.37,0.75,0.37,0.37,0.75,N/A
352,Dominik Livaković,GK,hr Croatia,27,1.hr Dinamo Zagreb,1995,7,7,690,7.7,0,0,0,0,0,0,1,0,58f077c0,0.0,0.0,0.0,0.0,0.0,N/A
353,Marcos Llorente,DF,es Spain,27,1.es Atlético Madrid,1995,1,1,120,1.3,0,0,0,0,0,0,0,0,02c15616,0.0,0.0,0.0,0.0,0.0,N/A
354,Hugo Lloris,GK,fr France,35,1.eng Tottenham,1986,6,6,570,6.3,0,0,0,0,0,0,0,0,8f62b6ee,0.0,0.0,0.0,0.0,0.0,N/A
355,Dejan Lovren,DF,hr Croatia,32,1.ru Zenit,1989,6,6,600,6.7,0,1,1,0,0,0,1,0,1a2935f6,0.15,0.15,0.0,0.0,0.15,N/A
356,Hirving Lozano,FW,mx Mexico,26,1.it Napoli,1995,3,3,252,2.8,0,0,0,0,0,0,0,0,a69e4806,0.0,0.0,0.0,0.0,0.0,MF
357,Romelu Lukaku,FW,be Belgium,29,1.it Inter,1993,2,0,55,0.6,0,0,0,0,0,0,0,0,5eae500a,0.0,0.0,0.0,0.0,0.0,N/A
358,Saša Lukić,MF,rs Serbia,25,1.it Torino,1996,3,3,245,2.7,0,0,0,0,0,0,2,0,c6e8cf1f,0.0,0.0,0.0,0.0,0.0,N/A
359,Ali Maâloul,MF,tn Tunisia,32,1.eg Al Ahly,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,c69ff23a,0.0,0.0,0.0,0.0,0.0,N/A
360,Awer Mabil,FW,au Australia,26,1.es Cádiz,1995,2,0,24,0.3,0,0,0,0,0,0,0,0,922da988,0.0,0.0,0.0,0.0,0.0,MF
361,Alexis Mac Allister,MF,ar Argentina,23,1.eng Brighton,1998,6,6,550,6.1,1,1,2,1,0,0,0,0,83d074ff,0.16,0.33,0.16,0.16,0.33,N/A
362,Jamie Maclaren,FW,au Australia,28,1.au Melb City,1993,3,0,55,0.6,0,0,0,0,0,0,0,0,2a8ba67e,0.0,0.0,0.0,0.0,0.0,N/A
363,Assim Madibo,MF,qa Qatar,25,1.qa Al Duhail SC,1996,2,2,153,1.7,0,0,0,0,0,0,1,0,2b1d2ada,0.0,0.0,0.0,0.0,0.0,N/A
364,Abdullah Madu,DF,sa Saudi Arabia,28,1.sa Al-Nassr,1993,1,0,45,0.5,0,0,0,0,0,0,1,0,9c3523a4,0.0,0.0,0.0,0.0,0.0,N/A
365,Daizen Maeda,FW,jp Japan,24,1.sct Celtic,1997,3,3,180,2.0,1,0,1,1,0,0,0,0,395451fc,0.0,0.5,0.5,0.5,0.5,N/A
366,Harry Maguire,DF,eng England,29,1.eng Manchester Utd,1993,5,5,429,4.8,0,1,1,0,0,0,1,0,d8931174,0.21,0.21,0.0,0.0,0.21,N/A
367,Lovro Majer,MF,hr Croatia,24,1.fr Rennes,1998,7,1,130,1.4,1,0,1,1,0,0,0,0,fc46aab1,0.0,0.69,0.69,0.69,0.69,N/A
368,Nemanja Maksimović,MF,rs Serbia,27,1.es Getafe,1995,3,1,122,1.4,0,0,0,0,0,0,0,0,00b28772,0.0,0.0,0.0,0.0,0.0,N/A
369,Abdulellah Al-Malki,MF,sa Saudi Arabia,27,1.sa Al-Hilal,1994,2,2,174,1.9,0,0,0,0,0,0,2,0,3bcd2730,0.0,0.0,0.0,0.0,0.0,N/A
370,Steve Mandanda,GK,fr France,37,1.fr Rennes,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,1d2d5cc8,0.0,0.0,0.0,0.0,0.0,N/A
371,José María Giménez,DF,uy Uruguay,27,1.es Atlético Madrid,1995,3,3,270,3.0,0,0,0,0,0,0,1,0,f0da930c,0.0,0.0,0.0,0.0,0.0,N/A
372,João Mário,MF,pt Portugal,29,1.pt Benfica,1993,2,1,84,0.9,0,0,0,0,0,0,0,0,f0021247,0.0,0.0,0.0,0.0,0.0,N/A
373,Marquinhos,DF,br Brazil,28,1.fr PSG,1994,5,4,426,4.7,0,0,0,0,0,0,1,0,d5f2f82b,0.0,0.0,0.0,0.0,0.0,N/A
374,Henry Martín,FW,mx Mexico,29,1.mx América,1992,2,2,146,1.6,1,0,1,1,0,0,0,0,b585c991,0.0,0.62,0.62,0.62,0.62,N/A
375,Gabriel Martinelli,FW,br Brazil,20,1.eng Arsenal,2001,3,1,113,1.3,0,0,0,0,0,0,0,0,48a5a5d6,0.0,0.0,0.0,0.0,0.0,N/A
376,Carlos Martínez,DF,cr Costa Rica,23,1.cr San Carlos,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,9acb9d76,0.0,0.0,0.0,0.0,0.0,N/A
377,Emiliano Martínez,GK,ar Argentina,29,1.eng Aston Villa,1992,7,7,690,7.7,0,0,0,0,0,0,1,0,7956236f,0.0,0.0,0.0,0.0,0.0,N/A
378,Lautaro Martínez,FW,ar Argentina,24,1.it Inter,1997,6,2,241,2.7,0,0,0,0,0,0,0,0,f7036e1c,0.0,0.0,0.0,0.0,0.0,N/A
379,Lisandro Martínez,DF,ar Argentina,24,1.eng Manchester Utd,1998,5,2,303,3.4,0,0,0,0,0,0,1,0,bac46a10,0.0,0.0,0.0,0.0,0.0,N/A
380,Pape Matar Sarr,MF,sn Senegal,19,1.eng Tottenham,2002,2,0,59,0.7,0,0,0,0,0,0,0,0,feb5d972,0.0,0.0,0.0,0.0,0.0,N/A
381,Rónald Matarrita,DF,cr Costa Rica,27,1.us FC Cincinnati,1994,2,0,26,0.3,0,0,0,0,0,0,0,0,491862dd,0.0,0.0,0.0,0.0,0.0,MF
382,Eric Maxim Choupo-Moting,FW,cm Cameroon,33,1.de Bayern Munich,1989,3,3,253,2.8,1,0,1,1,0,0,0,0,0e6bc38c,0.0,0.36,0.36,0.36,0.36,N/A
383,Noussair Mazraoui,DF,ma Morocco,24,1.de Bayern Munich,1997,5,5,365,4.1,0,0,0,0,0,0,0,0,b74277a0,0.0,0.0,0.0,0.0,0.0,N/A
384,Kylian Mbappé,MF,fr France,23,1.fr PSG,1998,7,6,598,6.6,8,2,10,6,2,2,0,0,42fd9c7f,0.3,1.51,1.2,0.9,1.2,FW
385,Bryan Mbeumo,FW,cm Cameroon,22,1.eng Brentford,1999,3,3,233,2.6,0,0,0,0,0,0,0,0,6afaebf2,0.0,0.0,0.0,0.0,0.0,MF
386,Riley McGree,MF,au Australia,23,2.eng Middlesbrough,1998,4,4,265,2.9,0,1,1,0,0,0,0,0,59d61727,0.34,0.34,0.0,0.0,0.34,FW
387,Weston McKennie,MF,us United States,23,1.it Juventus,1998,4,4,271,3.0,0,0,0,0,0,0,1,0,01c3aff5,0.0,0.0,0.0,0.0,0.0,N/A
388,Hannibal Mejbri,MF,tn Tunisia,19,2.eng Birmingham City,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,ca22ccb0,0.0,0.0,0.0,0.0,0.0,N/A
389,Memphis,FW,nl Netherlands,28,1.es Barcelona,1994,5,3,297,3.3,1,0,1,1,0,0,1,0,8f696594,0.0,0.3,0.3,0.3,0.3,N/A
390,Nuno Mendes,DF,pt Portugal,19,1.fr PSG,2002,1,1,41,0.5,0,0,0,0,0,0,0,0,f20e4cc9,0.0,0.0,0.0,0.0,0.0,N/A
391,Jhegson Méndez,MF,ec Ecuador,25,1.us LAFC,1997,2,2,180,2.0,0,0,0,0,0,0,2,0,db0c5324,0.0,0.0,0.0,0.0,0.0,N/A
392,Édouard Mendy,GK,sn Senegal,30,1.eng Chelsea,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,33887998,0.0,0.0,0.0,0.0,0.0,N/A
393,Nampalys Mendy,MF,sn Senegal,29,1.eng Leicester City,1992,4,3,272,3.0,0,0,0,0,0,0,1,0,1598599e,0.0,0.0,0.0,0.0,0.0,N/A
394,Gideon Mensah,DF,gh Ghana,23,1.fr Auxerre,1998,1,1,87,1.0,0,1,1,0,0,0,0,0,9bdd8118,1.03,1.03,0.0,0.0,1.03,N/A
395,Chris Mepham,DF,wls Wales,24,1.eng Bournemouth,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,fed96827,0.0,0.0,0.0,0.0,0.0,N/A
396,Yassine Meriah,DF,tn Tunisia,28,1.tn Espérance Tunis,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,3640af28,0.0,0.0,0.0,0.0,0.0,N/A
397,Dries Mertens,FW,be Belgium,35,1.tr Galatasaray,1987,2,1,76,0.8,0,0,0,0,0,0,0,0,89b2c8a9,0.0,0.0,0.0,0.0,0.0,N/A
398,Lionel Messi,FW,ar Argentina,34,1.fr PSG,1987,7,7,690,7.7,7,3,10,3,4,5,1,0,d70ce98e,0.39,1.3,0.91,0.39,0.78,N/A
399,Thomas Meunier,MF,be Belgium,30,1.de Dortmund,1991,3,2,211,2.3,0,0,0,0,0,0,1,0,e162b013,0.0,0.0,0.0,0.0,0.0,N/A
400,Nikola Milenković,DF,rs Serbia,24,1.it Fiorentina,1997,3,3,270,3.0,0,0,0,0,0,0,2,0,bee704fc,0.0,0.0,0.0,0.0,0.0,N/A
401,Arkadiusz Milik,FW,pl Poland,28,1.it Juventus,1994,3,1,101,1.1,0,0,0,0,0,0,1,0,85613cf0,0.0,0.0,0.0,0.0,0.0,N/A
402,Sergej Milinković-Savić,MF,rs Serbia,27,1.it Lazio,1995,3,3,233,2.6,1,0,1,1,0,0,1,0,4e6dbac4,0.0,0.39,0.39,0.39,0.39,FW
403,Vanja Milinković-Savić,GK,rs Serbia,25,1.it Torino,1997,3,3,270,3.0,0,0,0,0,0,0,0,0,9fa26bc2,0.0,0.0,0.0,0.0,0.0,N/A
404,Éder Militão,DF,br Brazil,24,1.es Real Madrid,1998,4,4,347,3.9,0,0,0,0,0,0,1,0,2784f898,0.0,0.0,0.0,0.0,0.0,N/A
405,Liam Millar,FW,ca Canada,22,1.ch Basel,1999,1,0,10,0.1,0,0,0,0,0,0,0,0,983515f8,0.0,0.0,0.0,0.0,0.0,MF
406,Kamal Miller,DF,ca Canada,25,1.us CF Montréal,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0646bd8a,0.0,0.0,0.0,0.0,0.0,N/A
407,Kim Min-jae,DF,kr Korea Republic,25,1.it Napoli,1996,3,3,269,3.0,0,0,0,0,0,0,0,0,e0f8151c,0.0,0.0,0.0,0.0,0.0,N/A
408,Takumi Minamino,FW,jp Japan,27,1.fr Monaco,1995,3,0,60,0.7,0,0,0,0,0,0,0,0,f833a830,0.0,0.0,0.0,0.0,0.0,MF
409,Kaoru Mitoma,FW,jp Japan,25,1.eng Brighton,1997,4,0,165,1.8,0,1,1,0,0,0,0,0,74618572,0.55,0.55,0.0,0.0,0.55,MF
410,Aleksandar Mitrović,FW,rs Serbia,27,1.eng Fulham,1994,3,3,262,2.9,2,0,2,2,0,0,1,0,3925dbd6,0.0,0.69,0.69,0.69,0.69,N/A
411,Stefan Mitrović,DF,rs Serbia,32,1.es Getafe,1990,1,0,35,0.4,0,0,0,0,0,0,0,0,e6777e6b,0.0,0.0,0.0,0.0,0.0,N/A
412,Filip Mladenović,MF,rs Serbia,30,1.pl Legia Warsaw,1991,1,1,65,0.7,0,0,0,0,0,0,0,0,a3eabee0,0.0,0.0,0.0,0.0,0.0,N/A
413,Luka Modrić,MF,hr Croatia,36,1.es Real Madrid,1985,7,7,653,7.3,0,0,0,0,0,0,1,0,6025fab1,0.0,0.0,0.0,0.0,0.0,N/A
414,Ismaeel Mohammad,DF,qa Qatar,32,1.qa Al Duhail SC,1990,2,2,174,1.9,0,1,1,0,0,0,1,0,b554011a,0.52,0.52,0.0,0.0,0.52,N/A
415,Milad Mohammadi,DF,ir IR Iran,28,1.gr AEK Athens,1993,3,3,196,2.2,0,0,0,0,0,0,0,0,740a0e28,0.0,0.0,0.0,0.0,0.0,N/A
416,Sadegh Moharrami,DF,ir IR Iran,26,1.hr Dinamo Zagreb,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,25b74470,0.0,0.0,0.0,0.0,0.0,N/A
417,Nahuel Molina,DF,ar Argentina,24,1.es Atlético Madrid,1998,7,6,567,6.3,1,1,2,1,0,0,0,0,23610943,0.16,0.32,0.16,0.16,0.32,MF
418,César Montes,DF,mx Mexico,25,1.mx Monterrey,1997,3,3,270,3.0,0,1,1,0,0,0,0,0,28e957d7,0.33,0.33,0.0,0.0,0.33,N/A
419,Gonzalo Montiel,DF,ar Argentina,25,1.es Sevilla,1997,4,1,118,1.3,0,0,0,0,0,0,3,0,374d5158,0.0,0.0,0.0,0.0,0.0,N/A
420,Kim Moon-hwan,DF,kr Korea Republic,26,1.kr Jeonbuk,1995,4,4,360,4.0,0,0,0,0,0,0,0,0,6bce7dd8,0.0,0.0,0.0,0.0,0.0,N/A
421,Kieffer Moore,FW,wls Wales,29,1.eng Bournemouth,1992,3,2,225,2.5,0,0,0,0,0,0,0,0,01ce9e70,0.0,0.0,0.0,0.0,0.0,N/A
422,Shaq Moore,DF,us United States,25,1.us Nashville SC,1996,2,0,22,0.2,0,0,0,0,0,0,0,0,3b9f859b,0.0,0.0,0.0,0.0,0.0,MF
423,Aaron Mooy,MF,au Australia,31,1.sct Celtic,1990,4,4,360,4.0,0,0,0,0,0,0,1,0,47b7e3af,0.0,0.0,0.0,0.0,0.0,N/A
424,Ederson Moraes,GK,br Brazil,28,1.eng Manchester City,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,3bb7b8b4,0.0,0.0,0.0,0.0,0.0,N/A
425,Álvaro Morata,FW,es Spain,29,1.es Atlético Madrid,1992,4,1,185,2.1,3,1,4,3,0,0,0,0,129af0db,0.49,1.95,1.46,1.46,1.95,N/A
426,Héctor Moreno,DF,mx Mexico,34,1.mx Monterrey,1988,3,3,270,3.0,0,0,0,0,0,0,1,0,5d311e8d,0.0,0.0,0.0,0.0,0.0,N/A
427,Hidemasa Morita,MF,jp Japan,27,1.pt Sporting CP,1995,3,3,285,3.2,0,0,0,0,0,0,0,0,a650c75b,0.0,0.0,0.0,0.0,0.0,N/A
428,Joe Morrell,FW,wls Wales,25,3.eng Portsmouth,1997,2,0,33,0.4,0,0,0,0,0,0,0,0,3b935a91,0.0,0.0,0.0,0.0,0.0,MF
429,Jordan Morris,FW,us United States,27,1.us Seattle Sounders,1994,2,0,4,0.0,0,0,0,0,0,0,0,0,bd298d0d,0.0,0.0,0.0,0.0,0.0,MF
430,Youssoufa Moukoko,FW,de Germany,17,1.de Dortmund,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,6ce43701,0.0,0.0,0.0,0.0,0.0,N/A
431,Mason Mount,MF,eng England,23,1.eng Chelsea,1999,4,2,186,2.1,0,0,0,0,0,0,0,0,9674002f,0.0,0.0,0.0,0.0,0.0,N/A
432,Youssef Msakni,FW,tn Tunisia,31,1.qa Al-Arabi,1990,2,2,169,1.9,0,0,0,0,0,0,0,0,0083e371,0.0,0.0,0.0,0.0,0.0,N/A
433,Thomas Müller,FW,de Germany,32,1.de Bayern Munich,1989,3,3,201,2.2,0,0,0,0,0,0,0,0,3c6089ab,0.0,0.0,0.0,0.0,0.0,MF
434,Munir,GK,ma Morocco,33,1.sa Al-Wehda,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,fc8287db,0.0,0.0,0.0,0.0,0.0,N/A
435,Mohammed Muntari,FW,qa Qatar,28,1.qa Al Duhail SC,1993,3,0,63,0.7,1,0,1,1,0,0,0,0,da38f46e,0.0,1.43,1.43,1.43,1.43,N/A
436,Yunus Musah,MF,us United States,19,1.es Valencia,2002,4,4,343,3.8,0,0,0,0,0,0,0,0,b51b1b9c,0.0,0.0,0.0,0.0,0.0,N/A
437,Jamal Musiala,MF,de Germany,19,1.de Bayern Munich,2003,3,3,258,2.9,0,1,1,0,0,0,0,0,2c0558b8,0.35,0.35,0.0,0.0,0.35,N/A
438,Joakim Mæhle,MF,dk Denmark,25,1.it Atalanta,1997,3,3,249,2.8,0,0,0,0,0,0,0,0,c459a650,0.0,0.0,0.0,0.0,0.0,DF
439,Georges-Kévin N'Koudou,FW,cm Cameroon,27,1.tr Beşiktaş,1995,2,0,27,0.3,0,0,0,0,0,0,0,0,76c131da,0.0,0.0,0.0,0.0,0.0,MF
440,Yūto Nagatomo,MF,jp Japan,35,1.jp FC Tokyo,1986,4,4,209,2.3,0,0,0,0,0,0,0,0,4b6960d2,0.0,0.0,0.0,0.0,0.0,DF
441,Sami Al-Najei,MF,sa Saudi Arabia,25,1.sa Al-Nassr,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,978e29d3,0.0,0.0,0.0,0.0,0.0,N/A
442,Keylor Navas,GK,cr Costa Rica,35,1.fr PSG,1986,3,3,270,3.0,0,0,0,0,0,0,0,0,ecada4fc,0.0,0.0,0.0,0.0,0.0,N/A
443,Iliman Ndiaye,MF,sn Senegal,22,2.eng Sheffield United,2000,3,2,135,1.5,0,1,1,0,0,0,0,0,5ed97752,0.67,0.67,0.0,0.0,0.67,FW
444,Victor Nelsson,DF,dk Denmark,23,1.tr Galatasaray,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,e53b5534,0.0,0.0,0.0,0.0,0.0,N/A
445,Manuel Neuer,GK,de Germany,36,1.de Bayern Munich,1986,3,3,270,3.0,0,0,0,0,0,0,0,0,8778c910,0.0,0.0,0.0,0.0,0.0,N/A
446,Rúben Neves,MF,pt Portugal,25,1.eng Wolves,1997,5,4,268,3.0,0,0,0,0,0,0,1,0,44bfb6c5,0.0,0.0,0.0,0.0,0.0,N/A
447,Neymar,MF,br Brazil,30,1.fr PSG,1992,3,3,279,3.1,2,0,2,1,1,1,0,0,69384e5d,0.0,0.65,0.65,0.32,0.32,FW
