card_id,customer_id,account_id,card_type,issue_date,expiry_date,credit_limit,status
29170,2429,20330,Debit,2022-01-18,2027-01-17,0,Active
29171,31882,9903,Debit,2018-03-25,2023-03-24,0,Blocked
29172,58719,64475,Debit,2018-01-17,2023-01-16,0,Active
29173,15057,63564,Debit,2023-08-15,2028-08-13,0,Blocked
29174,36946,73450,Credit - Gold,2016-10-06,2021-10-05,100000,Active
29175,55520,65900,Credit - Classic,2019-01-03,2024-01-02,0,Expired
29176,8010,59204,Credit - Classic,2025-04-16,2030-04-15,25000,Expired
29177,46315,34068,Debit,2020-05-06,2025-05-05,0,Expired
29178,13982,79818,Debit,2015-04-11,2020-04-09,100000,Active
29179,31630,64733,Debit,2016-12-15,2021-12-14,0,Active
29180,47794,7147,Credit - Gold,2021-02-09,2026-02-08,0,Active
29181,22165,91828,Debit,2020-10-14,2025-10-13,0,Active
29182,10608,43766,Debit,2025-02-04,2030-02-03,200000,Active
29183,34845,26124,Debit,2025-03-10,2030-03-09,0,Active
29184,42302,55540,Credit - Gold,2018-11-25,2023-11-24,25000,Active
29185,17742,14653,Credit - Classic,2020-04-30,2025-04-29,25000,Active
29186,52084,54872,Debit,2018-07-18,2023-07-17,0,Blocked
29187,41975,8601,Credit - Gold,2024-01-26,2029-01-24,25000,Active
29188,50525,7928,Credit - Classic,2024-02-24,2029-02-22,0,Active
29189,32867,40199,Credit - Classic,2018-11-03,2023-11-02,0,Active
29190,38393,39009,Credit - Classic,2023-03-18,2028-03-16,25000,Active
29191,20372,83438,Credit - Classic,2018-10-23,2023-10-22,25000,Active
29192,52189,9198,Debit,2024-01-16,2029-01-14,0,Active
29193,4788,24440,Credit - Gold,2025-05-01,2030-04-30,0,Active
29194,9463,91804,Debit,2020-06-11,2025-06-10,25000,Active
29195,47077,31586,Credit - Classic,2021-04-23,2026-04-22,0,Active
29196,36681,47059,Debit,2017-08-14,2022-08-13,0,Active
29197,5209,32443,Debit,2024-05-24,2029-05-23,0,Active
29198,16872,44152,Debit,2019-11-12,2024-11-10,0,Active
29199,55755,47950,Credit - Classic,2016-12-08,2021-12-07,0,Blocked
29200,57651,83614,Debit,2017-10-11,2022-10-10,0,Active
29201,3236,67464,Credit - Classic,2016-03-20,2021-03-19,200000,Active
29202,51354,44349,Credit - Gold,2019-09-06,2024-09-04,50000,Active
29203,23045,2340,Credit - Platinum,2018-03-22,2023-03-21,25000,Active
29204,47825,54808,Debit,2018-08-18,2023-08-17,0,Active
29205,31688,63995,Debit,2016-11-06,2021-11-05,0,Active
29206,30975,16831,Debit,2017-12-10,2022-12-09,0,Active
29207,56174,26640,Credit - Gold,2021-05-10,2026-05-09,0,Active
29208,23648,41093,Debit,2019-09-14,2024-09-12,0,Expired
29209,40948,81919,Debit,2019-03-26,2024-03-24,50000,Active
29210,26535,39687,Debit,2023-01-25,2028-01-24,25000,Active
29211,52910,406,Credit - Platinum,2022-03-12,2027-03-11,50000,Active
29212,19033,54902,Credit - Classic,2021-01-12,2026-01-11,0,Active
29213,7563,31338,Debit,2017-10-29,2022-10-28,0,Active
29214,48626,65801,Debit,2019-04-22,2024-04-20,0,Active
29215,11676,12542,Debit,2017-06-28,2022-06-27,0,Active
29216,20748,52390,Credit - Classic,2017-09-10,2022-09-09,500000,Active
29217,19698,19141,Credit - Gold,2024-09-28,2029-09-27,0,Active
29218,43050,16132,Credit - Classic,2018-08-31,2023-08-30,200000,Active
29219,14062,42308,Credit - Gold,2021-10-13,2026-10-12,25000,Active
29220,20667,80614,Debit,2023-04-21,2028-04-19,0,Active
29221,47706,41372,Credit - Classic,2021-09-18,2026-09-17,0,Active
29222,8678,27367,Credit - Classic,2015-11-18,2020-11-16,0,Blocked
29223,14544,32138,Debit,2025-03-03,2030-03-02,0,Active
29224,10088,38652,Debit,2021-11-11,2026-11-10,0,Active
29225,18772,2766,Credit - Classic,2016-04-06,2021-04-05,0,Active
29226,9498,60833,Credit - Classic,2015-07-05,2020-07-03,0,Active
29227,8764,76319,Credit - Classic,2021-03-27,2026-03-26,0,Active
29228,34745,27434,Credit - Gold,2021-08-16,2026-08-15,50000,Active
29229,6401,702,Debit,2018-12-16,2023-12-15,0,Active
29230,10942,33873,Debit,2023-08-23,2028-08-21,0,Active
29231,15203,33785,Debit,2016-05-19,2021-05-18,0,Active
29232,34399,86285,Debit,2024-09-13,2029-09-12,50000,Active
29233,10569,90327,Debit,2019-12-11,2024-12-09,0,Active
29234,29842,72890,Debit,2015-03-02,2020-02-29,0,Active
29235,9971,18346,Debit,2022-09-21,2027-09-20,0,Active
29236,8770,525,Credit - Classic,2019-03-30,2024-03-28,0,Active
29237,31464,14593,Debit,2015-04-19,2020-04-17,0,Active
29238,4989,67189,Credit - Classic,2019-12-02,2024-11-30,100000,Active
29239,56872,26103,Debit,2018-09-26,2023-09-25,25000,Active
29240,23399,33209,Credit - Classic,2019-05-11,2024-05-09,0,Active
29241,42795,13660,Debit,2021-01-08,2026-01-07,0,Blocked
29242,56865,61259,Credit - Gold,2018-10-01,2023-09-30,0,Active
29243,18267,52758,Debit,2021-07-21,2026-07-20,0,Active
29244,44089,81957,Debit,2021-04-04,2026-04-03,0,Active
29245,23064,70510,Credit - Gold,2021-09-26,2026-09-25,50000,Blocked
29246,36328,63532,Credit - Classic,2017-07-05,2022-07-04,50000,Active
29247,24239,79816,Credit - Classic,2016-11-02,2021-11-01,25000,Active
29248,15818,86028,Debit,2022-05-28,2027-05-27,25000,Active
29249,47149,19981,Credit - Classic,2015-07-30,2020-07-28,0,Active
29250,40717,17777,Debit,2022-04-01,2027-03-31,50000,Active
29251,27159,26778,Debit,2020-03-25,2025-03-24,0,Active
29252,37607,8028,Credit - Platinum,2020-08-11,2025-08-10,200000,Active
29253,18334,52584,Debit,2023-05-03,2028-05-01,0,Active
29254,20816,94476,Debit,2025-04-02,2030-04-01,0,Active
29255,32135,13771,Debit,2015-10-27,2020-10-25,25000,Active
29256,50165,26592,Credit - Classic,2023-09-07,2028-09-05,50000,Blocked
29257,56684,64155,Credit - Classic,2015-02-02,2020-02-01,100000,Active
29258,30123,63420,Credit - Classic,2024-07-20,2029-07-19,0,Active
29259,58921,35267,Debit,2019-02-10,2024-02-09,0,Active
29260,31516,80060,Debit,2023-10-27,2028-10-25,100000,Expired
29261,43675,53645,Debit,2019-10-15,2024-10-13,25000,Active
29262,13581,61986,Credit - Platinum,2025-02-13,2030-02-12,0,Active
29263,32788,60391,Credit - Gold,2016-01-29,2021-01-27,0,Active
29264,4038,62237,Debit,2023-05-23,2028-05-21,50000,Blocked
29265,35223,26899,Debit,2023-11-12,2028-11-10,50000,Active
29266,59247,38801,Debit,2023-07-25,2028-07-23,25000,Active
29267,52748,68789,Credit - Gold,2017-06-07,2022-06-06,25000,Blocked
29268,20721,84022,Credit - Gold,2024-06-30,2029-06-29,0,Active
29269,6392,26342,Debit,2025-04-27,2030-04-26,200000,Active
29270,21254,27564,Debit,2019-12-28,2024-12-26,200000,Active
29271,47674,42779,Credit - Classic,2017-02-18,2022-02-17,25000,Active
29272,9692,9917,Debit,2025-03-10,2030-03-09,50000,Active
29273,13478,75914,Credit - Gold,2020-08-17,2025-08-16,0,Active
29274,32493,5233,Credit - Platinum,2015-05-12,2020-05-10,0,Expired
29275,16088,77640,Credit - Classic,2017-11-16,2022-11-15,0,Active
29276,30840,7592,Credit - Gold,2024-03-24,2029-03-23,200000,Active
29277,4184,78262,Credit - Classic,2019-09-22,2024-09-20,0,Active
29278,19459,54426,Credit - Classic,2022-04-21,2027-04-20,0,Active
29279,122,17070,Debit,2022-05-10,2027-05-09,0,Active
29280,38070,76989,Credit - Gold,2021-11-09,2026-11-08,0,Active
29281,52540,75034,Credit - Classic,2018-04-17,2023-04-16,0,Active
29282,22364,16452,Debit,2015-06-16,2020-06-14,0,Active
29283,28321,56677,Debit,2020-12-03,2025-12-02,0,Active
29284,38736,7584,Debit,2025-04-12,2030-04-11,100000,Active
29285,41436,58822,Debit,2015-12-30,2020-12-28,0,Active
29286,27243,24014,Credit - Classic,2017-05-23,2022-05-22,50000,Active
29287,27411,36670,Debit,2015-06-27,2020-06-25,50000,Expired
29288,5506,80494,Credit - Classic,2019-11-24,2024-11-22,0,Active
29289,15396,22777,Credit - Classic,2024-11-28,2029-11-27,0,Active
29290,7233,35150,Debit,2018-08-24,2023-08-23,0,Active
29291,23228,36742,Credit - Gold,2015-10-18,2020-10-16,100000,Active
29292,6562,47472,Debit,2021-02-06,2026-02-05,0,Active
29293,26436,37013,Credit - Gold,2017-02-26,2022-02-25,0,Active
29294,39716,19269,Credit - Classic,2021-09-24,2026-09-23,0,Active
29295,34263,72281,Debit,2025-05-11,2030-05-10,0,Active
29296,46897,75392,Credit - Gold,2016-03-15,2021-03-14,0,Active
29297,41339,1794,Credit - Gold,2016-02-11,2021-02-09,0,Active
29298,18067,50799,Credit - Classic,2022-05-12,2027-05-11,0,Active
29299,57384,67633,Credit - Gold,2024-11-05,2029-11-04,50000,Active
29300,49027,69277,Debit,2015-08-11,2020-08-09,25000,Active
29301,31964,67800,Debit,2019-05-04,2024-05-02,0,Active
29302,13349,20255,Debit,2015-12-30,2020-12-28,25000,Active
29303,44821,14836,Debit,2019-05-22,2024-05-20,50000,Active
29304,4923,75171,Debit,2018-08-26,2023-08-25,50000,Active
29305,34141,9192,Debit,2025-04-04,2030-04-03,0,Expired
29306,54180,89126,Debit,2019-11-17,2024-11-15,500000,Active
29307,53671,18251,Debit,2024-10-23,2029-10-22,25000,Active
29308,25689,29490,Credit - Classic,2016-07-31,2021-07-30,500000,Active
29309,5325,15837,Debit,2021-09-13,2026-09-12,0,Active
29310,30125,92050,Debit,2016-05-12,2021-05-11,0,Active
29311,57370,24399,Debit,2022-02-27,2027-02-26,200000,Active
29312,7037,35770,Debit,2018-10-13,2023-10-12,0,Active
29313,1046,29934,Debit,2016-03-31,2021-03-30,50000,Active
29314,2788,4921,Debit,2018-03-28,2023-03-27,25000,Active
29315,20075,23658,Debit,2024-11-07,2029-11-06,100000,Active
29316,6325,18762,Credit - Classic,2022-08-07,2027-08-06,50000,Active
29317,3393,52416,Credit - Classic,2025-05-02,2030-05-01,25000,Active
29318,14401,42416,Debit,2024-06-04,2029-06-03,25000,Active
29319,4965,19839,Debit,2019-06-22,2024-06-20,25000,Active
29320,13673,15722,Credit - Gold,2016-12-06,2021-12-05,0,Active
29321,33702,28458,Debit,2016-02-16,2021-02-14,25000,Blocked
29322,1523,84028,Debit,2020-07-25,2025-07-24,0,Expired
29323,36437,1712,Credit - Classic,2021-09-11,2026-09-10,0,Blocked
29324,59495,93579,Debit,2023-06-14,2028-06-12,100000,Active
29325,16979,86145,Credit - Classic,2015-09-07,2020-09-05,0,Active
29326,15096,35489,Debit,2016-02-02,2021-01-31,50000,Active
29327,8472,48664,Debit,2019-06-08,2024-06-06,0,Active
29328,32278,82562,Credit - Gold,2021-11-04,2026-11-03,100000,Active
29329,40632,17544,Debit,2015-05-21,2020-05-19,0,Active
29330,33339,40257,Debit,2017-09-21,2022-09-20,50000,Active
29331,36794,21020,Credit - Classic,2022-10-19,2027-10-18,25000,Active
29332,48420,94401,Debit,2025-02-02,2030-02-01,0,Active
29333,39725,62495,Credit - Classic,2018-10-20,2023-10-19,0,Active
29334,4507,80402,Debit,2015-06-18,2020-06-16,0,Active
29335,53320,84287,Debit,2022-06-11,2027-06-10,100000,Active
29336,5328,49775,Debit,2017-10-07,2022-10-06,500000,Active
29337,16396,86566,Debit,2023-03-09,2028-03-07,0,Active
29338,46124,26335,Debit,2016-10-27,2021-10-26,25000,Blocked
29339,23467,81622,Credit - Classic,2020-04-15,2025-04-14,50000,Active
29340,49784,91897,Debit,2019-05-11,2024-05-09,0,Active
29341,43298,44918,Credit - Gold,2018-07-06,2023-07-05,0,Active
29342,356,14541,Debit,2017-01-18,2022-01-17,50000,Active
29343,36318,8759,Credit - Classic,2016-07-24,2021-07-23,50000,Active
29344,6879,67369,Credit - Gold,2020-12-14,2025-12-13,25000,Active
29345,11594,9339,Credit - Gold,2015-01-16,2020-01-15,0,Active
29346,5843,94731,Credit - Classic,2019-02-10,2024-02-09,100000,Active
29347,42501,47588,Debit,2018-11-09,2023-11-08,0,Active
29348,51605,76709,Credit - Classic,2017-10-16,2022-10-15,200000,Active
29349,40257,5207,Debit,2018-02-02,2023-02-01,0,Expired
29350,17823,58193,Debit,2023-03-19,2028-03-17,0,Active
29351,45822,30610,Credit - Classic,2016-11-04,2021-11-03,0,Active
29352,34579,6391,Credit - Classic,2020-05-11,2025-05-10,0,Active
29353,43121,5594,Credit - Gold,2017-12-10,2022-12-09,0,Active
29354,48011,38684,Debit,2015-05-17,2020-05-15,0,Active
29355,25105,93599,Debit,2015-01-03,2020-01-02,0,Active
29356,53457,17581,Credit - Gold,2020-11-19,2025-11-18,0,Expired
29357,30697,50789,Debit,2018-02-28,2023-02-27,0,Active
29358,1056,36391,Credit - Gold,2019-01-08,2024-01-07,0,Active
29359,54646,75946,Credit - Classic,2024-07-14,2029-07-13,50000,Active
29360,10718,82181,Credit - Classic,2015-03-18,2020-03-16,0,Active
29361,57301,31986,Debit,2015-03-30,2020-03-28,50000,Active
29362,50671,74562,Credit - Gold,2022-11-08,2027-11-07,0,Active
29363,37896,80000,Debit,2018-06-16,2023-06-15,100000,Blocked
29364,57851,16647,Debit,2020-09-21,2025-09-20,0,Expired
29365,8176,94521,Debit,2019-09-10,2024-09-08,25000,Expired
29366,46757,74458,Debit,2016-02-11,2021-02-09,25000,Active
29367,49269,38676,Debit,2020-05-07,2025-05-06,0,Expired
29368,1537,4106,Credit - Gold,2022-12-15,2027-12-14,0,Active
29369,15023,93585,Credit - Classic,2017-11-21,2022-11-20,25000,Active
29370,10438,86471,Credit - Gold,2015-06-27,2020-06-25,0,Active
29371,39700,11324,Credit - Classic,2021-01-07,2026-01-06,0,Active
29372,18594,85779,Credit - Classic,2017-06-30,2022-06-29,0,Active
29373,49996,23622,Debit,2020-04-03,2025-04-02,50000,Active
29374,6864,12577,Debit,2018-02-03,2023-02-02,50000,Active
29375,45992,19258,Debit,2015-03-05,2020-03-03,50000,Active
29376,49395,55372,Debit,2025-02-10,2030-02-09,0,Active
29377,4987,64650,Credit - Classic,2024-10-25,2029-10-24,0,Expired
29378,10517,86460,Debit,2020-12-10,2025-12-09,0,Active
29379,1224,51138,Credit - Classic,2020-10-27,2025-10-26,0,Active
29380,28433,94402,Credit - Gold,2016-11-28,2021-11-27,25000,Active
29381,59218,70014,Credit - Classic,2023-01-01,2027-12-31,0,Active
29382,14561,13219,Debit,2024-08-09,2029-08-08,0,Active
29383,46720,54433,Credit - Gold,2016-11-05,2021-11-04,100000,Active
29384,22908,42232,Debit,2019-09-17,2024-09-15,0,Active
29385,12957,89768,Debit,2021-04-21,2026-04-20,0,Active
29386,6822,39778,Debit,2017-11-26,2022-11-25,0,Active
29387,18829,450,Credit - Classic,2020-02-27,2025-02-25,50000,Expired
29388,36207,36711,Credit - Gold,2022-05-14,2027-05-13,0,Active
29389,34341,91713,Debit,2024-01-25,2029-01-23,100000,Blocked
29390,32289,75322,Debit,2019-04-17,2024-04-15,200000,Blocked
29391,48050,86370,Debit,2025-02-28,2030-02-27,200000,Active
29392,29196,18132,Credit - Gold,2023-04-18,2028-04-16,0,Active
29393,15210,84499,Credit - Classic,2022-01-12,2027-01-11,0,Active
29394,37404,18909,Debit,2016-01-25,2021-01-23,0,Active
29395,36568,42273,Credit - Platinum,2023-05-28,2028-05-26,50000,Active
29396,19909,63219,Debit,2022-09-08,2027-09-07,25000,Active
29397,28845,14130,Credit - Classic,2021-06-16,2026-06-15,25000,Active
29398,30205,59270,Debit,2020-05-27,2025-05-26,0,Active
29399,42207,37068,Credit - Gold,2020-09-07,2025-09-06,0,Active
29400,3614,86157,Credit - Platinum,2018-08-08,2023-08-07,0,Active
29401,26926,37030,Credit - Classic,2022-11-24,2027-11-23,50000,Active
29402,55772,55147,Debit,2023-08-18,2028-08-16,0,Active
29403,20257,48323,Debit,2019-08-27,2024-08-25,500000,Active
29404,49508,63565,Debit,2020-07-04,2025-07-03,25000,Active
29405,38865,18785,Credit - Classic,2018-08-01,2023-07-31,0,Active
29406,33545,59084,Credit - Platinum,2022-10-22,2027-10-21,0,Active
29407,14565,5293,Debit,2023-02-19,2028-02-18,0,Active
29408,31459,78316,Credit - Gold,2023-08-05,2028-08-03,100000,Active
29409,2002,2495,Debit,2023-08-13,2028-08-11,50000,Active
29410,27242,68237,Credit - Gold,2016-10-31,2021-10-30,50000,Active
29411,35628,33158,Debit,2023-02-09,2028-02-08,0,Active
29412,55519,57503,Debit,2023-04-30,2028-04-28,25000,Active
29413,44751,18198,Credit - Platinum,2020-06-05,2025-06-04,25000,Active
29414,38943,46948,Debit,2018-04-22,2023-04-21,0,Blocked
29415,40263,34419,Credit - Classic,2019-07-04,2024-07-02,0,Active
29416,15497,79166,Debit,2016-01-21,2021-01-19,0,Active
29417,18739,33650,Debit,2017-08-29,2022-08-28,0,Active
29418,57576,54121,Debit,2022-01-14,2027-01-13,0,Active
29419,58073,57814,Credit - Classic,2021-10-27,2026-10-26,25000,Active
29420,42012,3938,Credit - Platinum,2017-03-22,2022-03-21,0,Active
29421,47339,59830,Credit - Platinum,2019-02-15,2024-02-14,0,Active
29422,22519,57479,Credit - Classic,2018-08-24,2023-08-23,0,Active
29423,11446,8464,Debit,2016-04-25,2021-04-24,0,Active
29424,18584,89603,Credit - Classic,2018-11-23,2023-11-22,50000,Active
29425,6136,92878,Credit - Classic,2021-05-14,2026-05-13,0,Active
29426,39960,84203,Debit,2019-04-18,2024-04-16,200000,Active
29427,8551,5391,Debit,2021-05-12,2026-05-11,50000,Active
29428,14468,32912,Debit,2021-12-28,2026-12-27,100000,Active
29429,18895,15539,Credit - Classic,2022-05-20,2027-05-19,50000,Active
29430,33504,24355,Debit,2025-02-07,2030-02-06,0,Active
29431,44241,89529,Credit - Classic,2024-04-10,2029-04-09,200000,Active
29432,5893,36827,Debit,2018-01-09,2023-01-08,0,Active
29433,29029,50457,Debit,2021-06-30,2026-06-29,25000,Active
29434,28506,25021,Debit,2021-07-01,2026-06-30,25000,Blocked
29435,52968,5842,Debit,2025-03-22,2030-03-21,0,Active
29436,8178,37192,Debit,2015-01-17,2020-01-16,100000,Active
29437,17135,54440,Credit - Gold,2020-01-07,2025-01-05,100000,Active
29438,20621,93060,Debit,2018-12-22,2023-12-21,0,Blocked
29439,55798,33087,Debit,2023-12-07,2028-12-05,25000,Active
29440,6160,42856,Debit,2019-01-26,2024-01-25,0,Active
29441,2424,52283,Credit - Classic,2024-12-03,2029-12-02,0,Active
29442,16288,94846,Credit - Classic,2016-06-23,2021-06-22,0,Blocked
29443,6318,51531,Debit,2024-04-04,2029-04-03,50000,Active
29444,36068,9067,Credit - Gold,2020-09-27,2025-09-26,25000,Active
29445,52581,73242,Credit - Classic,2021-11-06,2026-11-05,200000,Active
29446,51337,70132,Debit,2021-04-20,2026-04-19,0,Active
29447,31578,20526,Debit,2022-03-26,2027-03-25,0,Active
29448,59202,1994,Credit - Platinum,2023-06-08,2028-06-06,0,Expired
29449,1164,37256,Debit,2015-08-25,2020-08-23,0,Active
29450,5887,29438,Credit - Gold,2018-06-07,2023-06-06,0,Active
29451,28150,69397,Credit - Gold,2015-12-25,2020-12-23,25000,Active
29452,28335,300,Debit,2017-06-07,2022-06-06,0,Active
29453,54683,13256,Debit,2018-04-06,2023-04-05,50000,Active
29454,22905,7946,Debit,2016-05-01,2021-04-30,0,Active
29455,51042,48054,Debit,2020-05-16,2025-05-15,25000,Blocked
29456,33283,57652,Debit,2022-01-30,2027-01-29,25000,Active
29457,21859,26,Debit,2022-08-30,2027-08-29,50000,Active
29458,41386,10395,Credit - Classic,2021-02-27,2026-02-26,0,Active
29459,20567,34151,Credit - Classic,2016-11-15,2021-11-14,50000,Active
29460,9860,83442,Credit - Classic,2020-05-17,2025-05-16,50000,Active
29461,13391,63276,Credit - Gold,2022-01-15,2027-01-14,0,Active
29462,31443,24039,Debit,2025-02-18,2030-02-17,0,Active
29463,769,81343,Credit - Classic,2018-05-12,2023-05-11,50000,Active
29464,19839,3369,Debit,2017-01-09,2022-01-08,0,Active
29465,4134,9566,Debit,2020-01-10,2025-01-08,25000,Active
29466,32928,85153,Credit - Classic,2025-03-31,2030-03-30,0,Active
29467,34622,69907,Credit - Classic,2018-05-29,2023-05-28,0,Active
29468,53588,61438,Debit,2018-11-23,2023-11-22,0,Active
29469,48299,16400,Debit,2015-01-24,2020-01-23,0,Active
29470,56107,12735,Debit,2025-01-28,2030-01-27,0,Active
29471,54262,90835,Debit,2022-05-12,2027-05-11,0,Active
29472,47970,54628,Credit - Gold,2020-06-27,2025-06-26,0,Active
29473,50735,87070,Debit,2024-11-26,2029-11-25,200000,Active
29474,51734,39320,Credit - Classic,2021-01-31,2026-01-30,0,Active
29475,21720,52907,Debit,2018-03-18,2023-03-17,0,Active
29476,29061,87803,Credit - Gold,2024-04-07,2029-04-06,0,Active
29477,50627,59687,Debit,2019-09-12,2024-09-10,25000,Active
29478,58094,13129,Debit,2023-01-06,2028-01-05,500000,Active
29479,27346,20850,Credit - Classic,2016-03-08,2021-03-07,25000,Active
29480,3337,22227,Credit - Classic,2019-06-18,2024-06-16,0,Active
29481,1771,76395,Credit - Classic,2020-08-20,2025-08-19,500000,Active
29482,29291,94851,Debit,2025-04-22,2030-04-21,100000,Active
29483,30562,9711,Credit - Gold,2017-08-11,2022-08-10,0,Active
29484,55528,44004,Debit,2021-04-21,2026-04-20,0,Active
29485,25417,37443,Debit,2017-10-13,2022-10-12,0,Active
29486,38597,37332,Credit - Gold,2024-09-13,2029-09-12,0,Active
29487,41855,30426,Credit - Platinum,2017-06-14,2022-06-13,100000,Active
29488,25142,88170,Debit,2015-01-03,2020-01-02,0,Active
29489,35365,75700,Credit - Classic,2020-08-03,2025-08-02,25000,Active
29490,29103,79285,Credit - Classic,2018-01-03,2023-01-02,200000,Active
29491,34811,4709,Debit,2022-10-28,2027-10-27,0,Active
29492,32749,14871,Credit - Gold,2016-06-29,2021-06-28,0,Active
29493,11840,78118,Debit,2025-04-18,2030-04-17,0,Active
29494,49517,27509,Debit,2015-05-26,2020-05-24,0,Expired
29495,25615,11876,Debit,2017-07-25,2022-07-24,0,Active
29496,51921,37110,Debit,2015-02-08,2020-02-07,0,Active
29497,6108,67894,Debit,2018-10-04,2023-10-03,100000,Blocked
29498,59137,42911,Credit - Classic,2015-01-07,2020-01-06,50000,Active
29499,56823,2016,Debit,2018-11-23,2023-11-22,0,Active
29500,53989,75751,Debit,2023-11-19,2028-11-17,0,Active
29501,17479,94869,Credit - Gold,2024-02-25,2029-02-23,0,Active
29502,22206,43075,Debit,2016-02-16,2021-02-14,100000,Expired
29503,25690,2058,Debit,2023-04-25,2028-04-23,0,Active
29504,8279,60447,Credit - Platinum,2018-08-26,2023-08-25,0,Active
29505,29471,31199,Credit - Classic,2017-12-05,2022-12-04,200000,Active
29506,14988,55715,Credit - Platinum,2016-12-02,2021-12-01,0,Active
29507,109,8233,Credit - Classic,2023-06-01,2028-05-30,0,Active
29508,44202,61294,Credit - Gold,2018-12-20,2023-12-19,0,Active
29509,54030,1291,Debit,2021-05-21,2026-05-20,0,Active
29510,44127,26468,Debit,2016-12-18,2021-12-17,25000,Active
29511,46757,89901,Credit - Classic,2018-07-28,2023-07-27,0,Active
29512,18107,24178,Debit,2021-04-04,2026-04-03,0,Active
29513,43624,59087,Debit,2020-12-21,2025-12-20,50000,Active
29514,36850,59838,Credit - Platinum,2016-05-24,2021-05-23,25000,Expired
29515,27583,24624,Credit - Classic,2019-10-31,2024-10-29,50000,Active
29516,55889,26435,Debit,2019-05-09,2024-05-07,200000,Active
29517,52694,57689,Debit,2021-10-03,2026-10-02,100000,Active
29518,59284,70176,Credit - Classic,2019-02-14,2024-02-13,500000,Active
29519,53071,75639,Debit,2019-05-06,2024-05-04,0,Active
29520,19596,5762,Debit,2024-10-18,2029-10-17,25000,Active
29521,30423,72877,Debit,2023-12-23,2028-12-21,0,Active
29522,19097,5357,Debit,2022-09-24,2027-09-23,0,Active
29523,51621,89428,Debit,2022-01-31,2027-01-30,500000,Active
29524,36390,84986,Credit - Platinum,2015-03-09,2020-03-07,0,Active
29525,10897,59545,Debit,2015-01-22,2020-01-21,0,Expired
29526,39410,25463,Debit,2016-05-16,2021-05-15,0,Active
29527,24899,29271,Debit,2015-06-06,2020-06-04,0,Active
29528,35413,72368,Debit,2023-12-09,2028-12-07,100000,Expired
29529,50913,8765,Credit - Platinum,2025-04-08,2030-04-07,25000,Active
29530,13043,81331,Credit - Platinum,2015-04-26,2020-04-24,0,Active
29531,47376,67771,Credit - Platinum,2024-07-11,2029-07-10,200000,Expired
29532,56738,70933,Credit - Classic,2018-11-21,2023-11-20,0,Active
29533,31585,55351,Credit - Platinum,2024-09-09,2029-09-08,50000,Active
29534,44157,91922,Debit,2016-07-11,2021-07-10,0,Active
29535,51228,57919,Debit,2020-02-19,2025-02-17,0,Active
29536,52403,9429,Credit - Gold,2015-08-27,2020-08-25,0,Active
29537,35465,16381,Credit - Platinum,2024-03-28,2029-03-27,0,Expired
29538,35052,82753,Debit,2016-05-18,2021-05-17,0,Active
29539,52350,73472,Debit,2019-06-24,2024-06-22,25000,Active
29540,12420,35602,Credit - Classic,2024-10-27,2029-10-26,0,Expired
29541,48270,40490,Credit - Gold,2020-07-05,2025-07-04,0,Blocked
29542,37153,31670,Debit,2022-08-12,2027-08-11,0,Active
29543,30153,74749,Credit - Classic,2025-02-05,2030-02-04,50000,Active
29544,38272,13463,Debit,2015-11-20,2020-11-18,0,Active
29545,14465,26929,Debit,2021-12-27,2026-12-26,50000,Blocked
29546,42646,47143,Debit,2021-03-21,2026-03-20,0,Blocked
29547,25159,26965,Credit - Platinum,2022-03-13,2027-03-12,50000,Blocked
29548,36408,36250,Debit,2022-06-24,2027-06-23,0,Active
29549,41344,74317,Debit,2018-06-22,2023-06-21,0,Active
29550,14920,67144,Credit - Classic,2016-02-23,2021-02-21,0,Active
29551,28129,93335,Debit,2016-07-06,2021-07-05,25000,Blocked
29552,55381,74349,Debit,2023-05-22,2028-05-20,50000,Active
29553,5822,68579,Credit - Classic,2020-12-01,2025-11-30,50000,Active
29554,15432,8749,Credit - Gold,2019-05-08,2024-05-06,50000,Active
29555,32433,93065,Debit,2021-08-19,2026-08-18,0,Active
29556,35642,55593,Debit,2021-06-12,2026-06-11,0,Blocked
29557,5374,79876,Credit - Classic,2022-04-02,2027-04-01,200000,Active
29558,59957,59407,Credit - Platinum,2024-07-29,2029-07-28,100000,Active
29559,29181,51796,Credit - Classic,2023-02-06,2028-02-05,0,Active
29560,4667,31740,Debit,2017-09-13,2022-09-12,0,Active
29561,24131,20826,Credit - Classic,2023-06-04,2028-06-02,50000,Active
29562,47492,21748,Debit,2021-04-29,2026-04-28,0,Active
29563,17079,94398,Debit,2018-11-24,2023-11-23,0,Active
29564,52545,37660,Credit - Classic,2020-02-07,2025-02-05,100000,Expired
29565,4955,57758,Debit,2018-05-03,2023-05-02,0,Active
29566,18121,35651,Debit,2021-04-10,2026-04-09,50000,Active
29567,12262,90838,Debit,2016-03-19,2021-03-18,0,Active
29568,49450,59132,Credit - Classic,2020-03-24,2025-03-23,0,Active
29569,46125,76465,Credit - Platinum,2017-12-27,2022-12-26,500000,Active
29570,40281,89097,Credit - Classic,2016-03-18,2021-03-17,0,Active
29571,10397,35807,Credit - Classic,2020-09-20,2025-09-19,0,Active
29572,47193,59816,Credit - Classic,2017-06-01,2022-05-31,0,Active
29573,38281,84065,Credit - Platinum,2016-01-06,2021-01-04,100000,Active
