ticket_id,customer_id,issue_type,date_opened,date_resolved,status,satisfaction_score
11850,49562,Cheque Bounce,2019-04-28,2019-04-29,Resolved,3
11851,56069,Net Banking Issue,2022-07-13,2022-07-31,Resolved,4
11852,18488,Interest Query,2024-07-12,2024-07-29,Resolved,5
11853,55232,Net Banking Issue,2024-09-03,2024-09-09,Resolved,3
11854,22012,Net Banking Issue,2021-09-19,2021-10-05,Resolved,3
11855,11110,KYC Update,2020-11-29,2020-12-03,Resolved,1
11856,18673,Card Blocked,2025-11-03,2025-11-17,Resolved,2
11857,17009,App Login Issue,2024-07-31,2024-08-07,Resolved,1
11858,44876,App Login Issue,2024-02-09,2024-02-25,Resolved,3
11859,7306,Interest Query,2021-12-20,2021-12-23,Resolved,3
11860,58944,Cheque Bounce,2023-01-11,2023-01-20,Resolved,5
11861,31129,App Login Issue,2021-07-06,2021-07-13,Resolved,1
11862,15629,App Login Issue,2025-07-25,2025-08-11,Resolved,5
11863,59253,Interest Query,2021-10-28,2021-10-30,Resolved,1
11864,26763,Loan Query,2025-05-10,2025-05-27,Resolved,3
11865,59230,Interest Query,2022-07-05,2022-07-18,Resolved,5
11866,46835,Loan Query,2026-03-31,2026-04-12,Resolved,1
11867,45747,Card Blocked,2023-01-19,2023-01-26,Resolved,3
11868,52333,Loan Query,2020-08-31,2020-09-12,Resolved,3
11869,3131,Interest Query,2022-09-26,2022-10-09,Resolved,3
11870,51385,Net Banking Issue,2022-01-05,2022-01-22,Resolved,1
11871,50604,Cheque Bounce,2021-09-12,2021-09-28,Resolved,2
11872,31254,Net Banking Issue,2024-03-09,2024-03-12,Resolved,5
11873,32287,KYC Update,2023-07-07,2023-07-23,Resolved,5
11874,33868,Account Statement,2026-05-02,2026-05-02,Resolved,5
11875,32892,KYC Update,2021-09-05,2021-09-14,Resolved,2
11876,26633,Fraud Report,2025-05-21,2025-05-23,Resolved,3
11877,1157,Net Banking Issue,2019-11-04,2019-11-07,Open,5
11878,45197,Interest Query,2020-08-14,2020-08-15,Open,4
11879,22769,Loan Query,2020-05-18,2020-05-28,Resolved,3
11880,17957,Card Blocked,2019-07-15,2019-07-25,Resolved,1
11881,7488,Interest Query,2020-07-23,2020-07-23,Resolved,5
11882,41809,Cheque Bounce,2021-10-27,2021-10-28,Resolved,4
11883,24819,App Login Issue,2026-05-07,2026-05-15,Resolved,4
11884,52249,Wrong Debit,2023-02-14,2023-02-22,Escalated,3
11885,32734,Fraud Report,2020-11-28,2020-12-13,Resolved,4
11886,36459,Wrong Debit,2022-08-28,2022-09-04,Resolved,2
11887,49602,Interest Query,2022-09-01,2022-09-01,Open,1
11888,21577,Account Statement,2023-08-22,2023-08-28,Resolved,5
11889,41917,Card Blocked,2024-02-26,2024-03-13,Escalated,1
11890,17974,Cheque Bounce,2019-08-05,2019-08-24,Resolved,5
11891,10802,Loan Query,2022-04-25,2022-05-01,Escalated,3
11892,32884,Fraud Report,2022-01-11,2022-01-18,Resolved,3
11893,21581,Wrong Debit,2024-09-08,2024-09-14,Resolved,4
11894,22083,Account Statement,2023-06-26,2023-06-30,Open,3
11895,46064,Net Banking Issue,2020-11-14,2020-11-29,Resolved,5
11896,21232,Wrong Debit,2019-10-22,2019-11-07,Open,5
11897,1435,Loan Query,2021-03-11,2021-03-14,Open,2
11898,2563,Card Blocked,2021-08-26,2021-09-11,Resolved,2
11899,50352,KYC Update,2022-11-21,2022-11-23,Resolved,1
11900,1678,App Login Issue,2022-10-19,2022-10-23,Resolved,4
11901,46624,Wrong Debit,2019-02-17,2019-03-01,Resolved,2
11902,2146,Interest Query,2024-04-06,2024-04-16,Resolved,2
11903,36751,Account Statement,2022-01-12,2022-01-16,Resolved,2
11904,355,Loan Query,2021-06-16,2021-06-25,Resolved,2
11905,17426,Net Banking Issue,2020-06-26,2020-07-10,Resolved,5
11906,24093,Fraud Report,2019-03-12,2019-03-20,Resolved,2
11907,7760,App Login Issue,2023-10-02,2023-10-04,Resolved,2
11908,19734,Account Statement,2020-09-06,2020-09-11,Resolved,4
11909,30869,Cheque Bounce,2019-04-16,2019-04-27,Resolved,4
11910,16929,Card Blocked,2022-10-04,2022-10-07,Resolved,4
11911,3530,Wrong Debit,2024-09-23,2024-10-07,Resolved,1
11912,37685,App Login Issue,2022-09-17,2022-09-22,Open,1
11913,32774,Fraud Report,2020-08-14,2020-08-26,Resolved,3
11914,47731,Loan Query,2022-05-09,2022-05-22,Resolved,3
11915,7227,App Login Issue,2021-02-07,2021-02-08,Resolved,5
11916,20188,App Login Issue,2020-09-18,2020-09-21,Resolved,2
11917,19277,Interest Query,2022-12-17,2022-12-22,Resolved,3
11918,36317,Card Blocked,2023-03-06,2023-03-25,Resolved,2
11919,27201,Interest Query,2019-10-13,2019-10-19,Open,5
11920,18198,KYC Update,2026-04-28,2026-05-08,Resolved,3
11921,28693,Cheque Bounce,2025-06-17,2025-07-03,Resolved,2
11922,44491,KYC Update,2021-06-22,2021-06-30,Resolved,1
11923,10010,Card Blocked,2026-03-27,2026-04-11,Resolved,2
11924,42732,Wrong Debit,2021-05-07,2021-05-18,Resolved,5
11925,19381,Wrong Debit,2019-06-25,2019-07-10,Resolved,2
11926,2024,Card Blocked,2021-05-24,2021-06-05,Resolved,4
11927,5938,App Login Issue,2023-03-14,2023-03-29,Resolved,3
11928,29483,App Login Issue,2021-02-07,2021-02-19,Resolved,5
11929,50968,App Login Issue,2024-09-08,2024-09-12,Resolved,4
11930,5577,Net Banking Issue,2022-10-15,2022-10-21,Resolved,2
11931,59727,Account Statement,2024-11-29,2024-12-02,Escalated,4
11932,27825,Loan Query,2019-10-31,2019-11-07,Resolved,5
11933,15095,Account Statement,2025-12-27,2025-12-31,Resolved,3
11934,8121,App Login Issue,2020-05-15,2020-05-30,Resolved,1
11935,32233,Wrong Debit,2025-01-15,2025-01-26,Resolved,1
11936,34140,KYC Update,2020-08-22,2020-09-01,Resolved,3
11937,26301,Account Statement,2023-04-10,2023-04-27,Resolved,2
11938,26663,Account Statement,2023-08-12,2023-08-17,Resolved,3
11939,21983,KYC Update,2023-09-21,2023-10-08,Resolved,4
11940,34976,KYC Update,2021-12-30,2022-01-09,Resolved,2
11941,29426,Card Blocked,2023-12-05,2023-12-22,Resolved,4
11942,27143,Fraud Report,2021-12-02,2021-12-09,Resolved,4
11943,18452,Account Statement,2025-11-01,2025-11-15,Resolved,2
11944,56959,Loan Query,2025-07-21,2025-07-22,Resolved,4
11945,31320,Wrong Debit,2019-06-13,2019-07-01,Resolved,2
11946,6711,Interest Query,2026-01-25,2026-02-10,Resolved,4
11947,16823,Fraud Report,2019-06-19,2019-06-26,Resolved,2
11948,40660,Cheque Bounce,2025-06-14,2025-07-03,Resolved,2
11949,35961,Net Banking Issue,2019-08-18,2019-08-29,Resolved,2
11950,41897,Loan Query,2022-04-13,2022-04-20,Escalated,5
11951,54179,Net Banking Issue,2019-06-27,2019-07-06,Resolved,2
11952,5450,Account Statement,2021-12-16,2022-01-03,Escalated,3
11953,25730,Loan Query,2025-09-21,2025-10-06,Resolved,1
11954,24529,Net Banking Issue,2024-08-21,2024-08-29,Resolved,2
11955,12170,Cheque Bounce,2024-05-16,2024-05-21,Resolved,1
11956,36494,Net Banking Issue,2024-09-15,2024-10-01,Resolved,1
11957,35879,Fraud Report,2024-07-04,2024-07-17,Resolved,4
11958,59712,Wrong Debit,2019-07-16,2019-07-25,Resolved,2
11959,9513,Fraud Report,2021-10-06,2021-10-19,Resolved,4
11960,27930,Wrong Debit,2026-02-12,2026-03-01,Resolved,5
11961,5022,Fraud Report,2019-06-19,2019-07-03,Open,1
11962,26943,Account Statement,2019-08-08,2019-08-21,Resolved,3
11963,3921,Card Blocked,2019-07-09,2019-07-13,Resolved,3
11964,58995,KYC Update,2020-10-01,2020-10-06,Resolved,1
11965,41069,Net Banking Issue,2020-10-25,2020-11-07,Resolved,2
11966,11009,Account Statement,2023-07-28,2023-08-16,Resolved,3
11967,25946,App Login Issue,2023-09-28,2023-10-08,Resolved,4
11968,45854,Net Banking Issue,2023-02-28,2023-03-02,Resolved,4
11969,44640,Net Banking Issue,2020-06-03,2020-06-14,Resolved,4
11970,33126,KYC Update,2025-03-29,2025-04-10,Resolved,3
11971,55463,Wrong Debit,2019-05-21,2019-06-02,Resolved,5
11972,37405,Cheque Bounce,2020-12-20,2021-01-02,Resolved,2
11973,49539,Interest Query,2021-07-29,2021-08-12,Resolved,5
11974,49636,Interest Query,2024-03-03,2024-03-08,Resolved,1
11975,6080,Cheque Bounce,2025-09-07,2025-09-25,Resolved,2
11976,2802,Fraud Report,2023-02-15,2023-02-25,Resolved,5
11977,38219,Card Blocked,2023-08-15,2023-08-26,Resolved,2
11978,14134,KYC Update,2025-09-10,2025-09-12,Resolved,4
11979,44020,KYC Update,2020-06-07,2020-06-22,Escalated,4
11980,3112,KYC Update,2019-03-18,2019-04-03,Resolved,5
11981,56825,Interest Query,2020-10-30,2020-11-08,Resolved,4
11982,88,Net Banking Issue,2026-01-25,2026-01-29,Resolved,1
11983,44955,Cheque Bounce,2024-06-26,2024-07-07,Escalated,4
11984,19831,Interest Query,2020-04-13,2020-04-26,Open,2
11985,58818,Net Banking Issue,2023-07-10,2023-07-14,Resolved,5
11986,3720,Card Blocked,2022-05-29,2022-06-15,Resolved,2
11987,38062,App Login Issue,2023-10-03,2023-10-08,Resolved,1
11988,50867,Fraud Report,2024-08-21,2024-08-21,Resolved,2
11989,53364,Wrong Debit,2025-01-13,2025-01-19,Resolved,5
11990,36433,Fraud Report,2024-09-21,2024-09-28,Resolved,1
11991,41367,App Login Issue,2022-01-08,2022-01-17,Open,4
11992,6683,Fraud Report,2022-05-11,2022-05-13,Resolved,3
11993,19488,Cheque Bounce,2021-01-31,2021-02-04,Resolved,2
11994,50075,Net Banking Issue,2020-09-19,2020-10-08,Escalated,5
11995,23663,Fraud Report,2024-07-12,2024-07-19,Resolved,4
11996,23138,Fraud Report,2019-02-27,2019-02-27,Resolved,3
11997,26030,Cheque Bounce,2022-11-24,2022-11-29,Resolved,2
11998,51409,Fraud Report,2019-08-19,2019-08-20,Open,4
11999,19572,Loan Query,2024-02-28,2024-03-04,Open,4
12000,22204,Wrong Debit,2020-11-26,2020-12-11,Resolved,5
12001,14330,App Login Issue,2023-06-07,2023-06-18,Resolved,5
12002,38877,Cheque Bounce,2024-04-08,2024-04-13,Resolved,4
12003,16822,Card Blocked,2024-04-27,2024-05-09,Resolved,2
12004,3738,Cheque Bounce,2022-12-02,2022-12-20,Resolved,2
12005,6624,Card Blocked,2024-05-19,2024-06-06,Escalated,4
12006,34301,App Login Issue,2026-01-26,2026-02-01,Resolved,2
12007,50314,Interest Query,2022-03-10,2022-03-22,Open,1
12008,48919,Loan Query,2020-02-12,2020-02-19,Resolved,4
12009,25181,Card Blocked,2026-02-19,2026-02-21,Resolved,1
12010,46885,Loan Query,2021-10-20,2021-11-07,Resolved,4
12011,51320,Account Statement,2025-12-30,2026-01-09,Resolved,2
12012,13,Cheque Bounce,2025-05-07,2025-05-15,Escalated,1
12013,49659,Cheque Bounce,2025-02-05,2025-02-12,Resolved,1
12014,53710,KYC Update,2020-04-09,2020-04-19,Open,1
12015,35223,Interest Query,2020-03-10,2020-03-21,Resolved,2
12016,47599,KYC Update,2025-10-10,2025-10-19,Resolved,1
12017,31004,Fraud Report,2022-11-02,2022-11-19,Resolved,5
12018,25905,Card Blocked,2019-06-29,2019-07-17,Resolved,2
12019,20165,Interest Query,2019-11-18,2019-11-28,Resolved,1
12020,2194,Account Statement,2023-09-11,2023-09-13,Escalated,5
12021,46274,Net Banking Issue,2024-08-28,2024-09-07,Resolved,2
12022,6294,Fraud Report,2021-08-10,2021-08-23,Open,4
12023,6878,Interest Query,2021-06-07,2021-06-12,Resolved,2
12024,53711,Wrong Debit,2023-02-15,2023-02-19,Resolved,5
12025,45914,Wrong Debit,2021-01-28,2021-02-16,Resolved,2
12026,17251,Net Banking Issue,2020-06-12,2020-06-19,Resolved,5
12027,54500,Cheque Bounce,2024-11-11,2024-11-21,Open,1
12028,44510,Fraud Report,2024-05-29,2024-06-06,Resolved,5
12029,3763,Cheque Bounce,2020-11-06,2020-11-16,Resolved,3
12030,23288,Interest Query,2021-10-08,2021-10-10,Resolved,1
12031,18869,Fraud Report,2025-12-02,2025-12-03,Resolved,4
12032,17221,Wrong Debit,2021-03-19,2021-03-19,Escalated,5
12033,41659,Card Blocked,2019-11-22,2019-11-25,Resolved,2
12034,24543,Net Banking Issue,2021-04-08,2021-04-19,Open,2
12035,16795,Account Statement,2025-10-18,2025-11-06,Resolved,4
12036,16905,Fraud Report,2024-11-23,2024-11-23,Open,1
12037,11644,Interest Query,2024-09-05,2024-09-20,Resolved,3
12038,5280,Interest Query,2023-02-13,2023-02-24,Resolved,2
12039,22170,App Login Issue,2021-01-09,2021-01-26,Escalated,1
12040,28801,Account Statement,2023-09-03,2023-09-17,Resolved,1
12041,46065,Card Blocked,2024-11-11,2024-11-14,Resolved,3
12042,18879,KYC Update,2019-06-25,2019-07-08,Resolved,5
12043,36973,Fraud Report,2025-05-30,2025-06-16,Open,5
12044,39228,Account Statement,2021-05-10,2021-05-13,Resolved,4
12045,40992,App Login Issue,2021-08-09,2021-08-13,Resolved,2
12046,16388,Fraud Report,2025-06-07,2025-06-09,Resolved,4
12047,59759,Fraud Report,2019-09-18,2019-09-27,Resolved,1
12048,40397,KYC Update,2020-01-21,2020-02-01,Resolved,2
12049,28014,Fraud Report,2022-05-29,2022-05-29,Escalated,1
12050,33460,Interest Query,2025-08-06,2025-08-24,Resolved,5
12051,18458,Net Banking Issue,2022-05-07,2022-05-15,Resolved,2
12052,45910,KYC Update,2022-02-28,2022-03-13,Resolved,3
12053,33183,Card Blocked,2026-05-24,2026-06-05,Resolved,4
12054,27678,Fraud Report,2025-04-27,2025-05-09,Resolved,4
12055,4111,Interest Query,2022-09-28,2022-10-09,Resolved,2
12056,37434,KYC Update,2019-04-04,2019-04-11,Open,1
12057,34792,Fraud Report,2021-06-18,2021-07-02,Escalated,3
12058,5874,Card Blocked,2026-01-02,2026-01-20,Resolved,4
12059,47429,Wrong Debit,2019-12-06,2019-12-18,Resolved,5
12060,20495,Account Statement,2023-01-22,2023-01-31,Resolved,3
12061,6109,KYC Update,2022-11-15,2022-11-16,Resolved,1
12062,34186,Card Blocked,2025-05-25,2025-06-11,Resolved,3
12063,18976,Fraud Report,2023-01-17,2023-01-22,Resolved,5
12064,24111,Cheque Bounce,2022-12-20,2022-12-29,Resolved,3
12065,34944,Loan Query,2021-05-05,2021-05-11,Open,1
12066,55742,Net Banking Issue,2020-04-22,2020-04-25,Resolved,1
12067,25628,Net Banking Issue,2022-03-18,2022-03-22,Resolved,3
12068,17680,Fraud Report,2021-02-07,2021-02-10,Resolved,5
12069,54801,App Login Issue,2025-03-17,2025-03-28,Resolved,5
12070,58412,KYC Update,2025-01-06,2025-01-09,Resolved,3
12071,38604,KYC Update,2023-04-09,2023-04-28,Resolved,5
12072,59734,App Login Issue,2019-04-02,2019-04-08,Resolved,1
12073,25295,Interest Query,2022-06-01,2022-06-16,Resolved,1
12074,9152,Account Statement,2025-01-05,2025-01-14,Resolved,2
12075,24384,Wrong Debit,2019-07-25,2019-08-03,Escalated,2
12076,44566,Card Blocked,2022-12-15,2023-01-02,Resolved,5
12077,38739,Wrong Debit,2022-02-20,2022-02-22,Resolved,1
12078,35174,App Login Issue,2022-06-12,2022-06-23,Resolved,2
12079,24252,Cheque Bounce,2022-07-30,2022-08-02,Resolved,1
12080,26060,Account Statement,2021-02-19,2021-02-27,Resolved,4
12081,8189,Loan Query,2024-12-14,2024-12-27,Resolved,3
12082,57342,Card Blocked,2021-05-23,2021-05-31,Resolved,3
12083,27718,Cheque Bounce,2025-04-16,2025-05-05,Resolved,1
12084,45514,Card Blocked,2026-06-01,2026-06-14,Escalated,5
12085,19401,Account Statement,2020-10-09,2020-10-27,Resolved,4
12086,54136,Fraud Report,2020-12-05,2020-12-05,Resolved,1
12087,52495,Net Banking Issue,2025-09-28,2025-09-29,Open,1
12088,41424,Account Statement,2023-02-20,2023-03-06,Resolved,5
12089,27363,KYC Update,2021-04-27,2021-05-16,Resolved,5
12090,22050,Net Banking Issue,2026-04-10,2026-04-24,Resolved,3
12091,24296,App Login Issue,2020-09-18,2020-10-03,Resolved,4
12092,43889,Net Banking Issue,2023-04-22,2023-05-07,Escalated,1
12093,51356,Cheque Bounce,2024-11-02,2024-11-15,Resolved,2
12094,19020,Net Banking Issue,2024-07-22,2024-08-05,Open,1
12095,26703,Wrong Debit,2020-03-22,2020-04-01,Resolved,2
12096,5494,Account Statement,2026-04-15,2026-04-26,Resolved,4
12097,5098,Fraud Report,2023-09-29,2023-10-12,Resolved,3
12098,8590,Account Statement,2021-10-26,2021-11-10,Resolved,4
12099,27579,Loan Query,2023-03-16,2023-03-16,Resolved,2
12100,45748,KYC Update,2019-06-01,2019-06-13,Resolved,2
12101,27477,Account Statement,2021-02-08,2021-02-13,Resolved,1
12102,43166,Loan Query,2025-11-12,2025-11-26,Resolved,4
12103,19542,Fraud Report,2020-03-20,2020-03-25,Resolved,2
12104,53327,Interest Query,2026-06-15,2026-06-20,Resolved,3
12105,34421,App Login Issue,2021-05-16,2021-05-17,Resolved,2
12106,28897,Card Blocked,2021-09-30,2021-10-14,Resolved,3
12107,29768,App Login Issue,2024-02-02,2024-02-13,Resolved,1
12108,56467,App Login Issue,2019-09-19,2019-10-02,Escalated,3
12109,16385,Fraud Report,2025-03-04,2025-03-04,Resolved,1
12110,20900,Cheque Bounce,2026-04-23,2026-05-11,Resolved,4
12111,3996,Fraud Report,2024-01-28,2024-01-31,Resolved,3
12112,17472,App Login Issue,2021-03-13,2021-03-29,Resolved,5
12113,20696,Interest Query,2019-01-30,2019-02-05,Resolved,2
12114,20199,Interest Query,2021-08-14,2021-08-20,Resolved,5
12115,56719,Account Statement,2024-01-27,2024-01-29,Resolved,5
12116,24842,Net Banking Issue,2023-03-12,2023-03-24,Resolved,3
12117,56505,Fraud Report,2023-12-04,2023-12-08,Resolved,2
12118,10735,Account Statement,2024-12-18,2024-12-31,Resolved,5
12119,44890,Wrong Debit,2021-08-05,2021-08-05,Resolved,1
12120,34396,Card Blocked,2025-03-08,2025-03-16,Resolved,3
12121,16042,Cheque Bounce,2024-09-10,2024-09-17,Resolved,5
12122,4013,Fraud Report,2022-10-17,2022-10-29,Resolved,3
12123,57826,Card Blocked,2022-04-07,2022-04-07,Resolved,1
12124,57509,Loan Query,2025-07-04,2025-07-19,Resolved,5
12125,762,Net Banking Issue,2019-06-24,2019-07-13,Resolved,3
12126,20750,Loan Query,2019-04-06,2019-04-18,Resolved,5
12127,31977,Wrong Debit,2021-07-04,2021-07-22,Resolved,1
12128,29689,KYC Update,2023-09-06,2023-09-07,Resolved,3
12129,14396,KYC Update,2023-12-17,2024-01-05,Resolved,2
12130,20827,Card Blocked,2021-06-30,2021-07-10,Resolved,1
12131,54163,Fraud Report,2019-02-22,2019-03-12,Resolved,1
12132,16925,Fraud Report,2022-12-17,2022-12-18,Resolved,5
12133,15969,App Login Issue,2019-09-05,2019-09-18,Resolved,3
12134,4690,Card Blocked,2019-10-28,2019-10-28,Escalated,3
12135,40090,Interest Query,2025-07-16,2025-07-22,Resolved,1
12136,1595,Loan Query,2019-03-12,2019-03-14,Resolved,2
12137,32973,Interest Query,2025-09-20,2025-09-22,Resolved,3
12138,13163,Interest Query,2022-08-11,2022-08-30,Resolved,5
12139,4250,Net Banking Issue,2019-12-08,2019-12-24,Open,1
12140,47655,KYC Update,2019-06-27,2019-06-30,Resolved,2
12141,2939,Card Blocked,2021-01-31,2021-02-04,Resolved,2
12142,1079,KYC Update,2019-12-07,2019-12-17,Resolved,3
12143,39037,Interest Query,2022-12-18,2022-12-28,Resolved,2
12144,1199,Net Banking Issue,2025-05-04,2025-05-08,Resolved,4
12145,59327,App Login Issue,2022-03-01,2022-03-05,Resolved,2
12146,17365,App Login Issue,2020-11-24,2020-12-08,Resolved,4
12147,9568,Fraud Report,2025-02-05,2025-02-06,Open,1
12148,33842,Cheque Bounce,2021-03-09,2021-03-28,Resolved,4
12149,24702,Net Banking Issue,2019-09-04,2019-09-09,Resolved,5
12150,22412,KYC Update,2024-10-31,2024-11-12,Resolved,4
12151,36043,Card Blocked,2019-09-19,2019-10-08,Escalated,1
12152,37337,Net Banking Issue,2023-02-14,2023-02-16,Resolved,2
12153,35465,App Login Issue,2020-08-27,2020-09-12,Resolved,3
12154,2841,Fraud Report,2022-04-21,2022-05-06,Resolved,5
12155,56092,Fraud Report,2024-12-09,2024-12-23,Resolved,4
12156,59024,Cheque Bounce,2022-12-25,2023-01-10,Resolved,4
12157,36415,Cheque Bounce,2019-02-27,2019-03-11,Resolved,5
12158,35110,Fraud Report,2023-02-02,2023-02-21,Open,2
12159,43728,Interest Query,2025-09-09,2025-09-13,Resolved,2
12160,6418,KYC Update,2024-08-15,2024-08-25,Resolved,1
12161,48881,Fraud Report,2024-04-22,2024-04-29,Resolved,3
12162,35504,Card Blocked,2025-07-04,2025-07-16,Resolved,1
12163,50886,Account Statement,2021-05-10,2021-05-13,Resolved,1
12164,30085,Card Blocked,2022-03-01,2022-03-18,Resolved,3
12165,270,Account Statement,2019-03-18,2019-03-18,Resolved,1
12166,34886,App Login Issue,2023-08-27,2023-09-12,Resolved,3
12167,37461,Loan Query,2019-03-28,2019-04-15,Resolved,3
12168,47333,Card Blocked,2022-04-18,2022-04-20,Resolved,4
12169,26671,Wrong Debit,2021-02-25,2021-03-10,Resolved,5
12170,58891,Cheque Bounce,2022-06-28,2022-07-16,Resolved,3
12171,29700,Wrong Debit,2023-08-20,2023-08-22,Resolved,2
12172,51944,Interest Query,2026-06-24,2026-07-08,Resolved,4
12173,36060,App Login Issue,2025-10-22,2025-11-06,Resolved,1
12174,32507,Net Banking Issue,2024-11-03,2024-11-18,Resolved,2
12175,33208,Cheque Bounce,2023-10-03,2023-10-09,Escalated,1
12176,17159,Net Banking Issue,2021-09-10,2021-09-18,Open,2
12177,53216,Cheque Bounce,2023-03-24,2023-03-30,Resolved,1
12178,10683,Net Banking Issue,2023-11-30,2023-12-09,Resolved,5
12179,39365,App Login Issue,2020-04-19,2020-05-08,Resolved,3
12180,40818,Fraud Report,2023-07-25,2023-08-11,Open,3
12181,41801,Fraud Report,2022-04-23,2022-05-01,Resolved,1
12182,21755,KYC Update,2021-02-20,2021-02-28,Resolved,5
12183,34212,Cheque Bounce,2019-08-10,2019-08-24,Resolved,4
12184,19010,App Login Issue,2021-12-08,2021-12-22,Resolved,2
12185,31942,App Login Issue,2021-06-08,2021-06-09,Resolved,4
12186,14332,Card Blocked,2022-03-29,2022-04-13,Resolved,4
12187,41747,Account Statement,2023-05-28,2023-06-10,Resolved,4
12188,51044,Net Banking Issue,2026-04-19,2026-05-06,Resolved,2
12189,47811,Card Blocked,2022-01-27,2022-02-05,Open,2
12190,32587,Card Blocked,2024-08-21,2024-09-06,Resolved,4
12191,56002,Account Statement,2023-05-21,2023-06-08,Resolved,4
12192,54708,Fraud Report,2019-01-11,2019-01-30,Resolved,4
12193,39867,KYC Update,2020-06-13,2020-06-18,Escalated,5
12194,6599,Account Statement,2024-04-19,2024-05-04,Resolved,5
12195,33743,Loan Query,2021-02-15,2021-02-15,Open,5
12196,54351,Fraud Report,2024-01-06,2024-01-13,Open,5
12197,24457,Account Statement,2023-02-01,2023-02-09,Resolved,5
12198,46542,Net Banking Issue,2019-11-04,2019-11-09,Resolved,2
12199,14230,Wrong Debit,2020-08-15,2020-08-24,Resolved,1
12200,1102,Cheque Bounce,2021-06-22,2021-06-22,Resolved,3
12201,44227,Wrong Debit,2023-09-01,2023-09-04,Resolved,1
12202,18438,Cheque Bounce,2023-12-02,2023-12-12,Resolved,5
12203,55037,Interest Query,2024-01-18,2024-01-31,Open,1
12204,6075,Fraud Report,2025-11-23,2025-11-27,Escalated,4
12205,15872,Cheque Bounce,2023-01-03,2023-01-15,Escalated,5
12206,43354,Cheque Bounce,2026-04-13,2026-04-30,Resolved,5
12207,6041,Fraud Report,2022-09-17,2022-09-30,Resolved,1
12208,6302,Wrong Debit,2025-05-02,2025-05-10,Resolved,4
12209,57839,Interest Query,2021-04-04,2021-04-20,Resolved,4
12210,24357,Loan Query,2021-10-16,2021-11-01,Resolved,4
12211,57954,Cheque Bounce,2021-10-14,2021-10-15,Resolved,1
12212,55875,Cheque Bounce,2026-02-17,2026-02-23,Resolved,5
12213,42690,Net Banking Issue,2022-09-28,2022-09-30,Resolved,4
12214,42566,Account Statement,2026-06-08,2026-06-13,Resolved,1
12215,35502,App Login Issue,2019-02-23,2019-03-13,Resolved,1
12216,42404,Interest Query,2022-09-10,2022-09-11,Escalated,5
12217,12959,KYC Update,2021-05-21,2021-06-06,Resolved,5
12218,44810,Interest Query,2023-08-21,2023-08-22,Open,1
12219,52707,Fraud Report,2023-02-22,2023-02-27,Resolved,3
12220,7945,Interest Query,2019-10-24,2019-11-09,Resolved,1
12221,4866,Cheque Bounce,2023-05-25,2023-05-29,Resolved,4
12222,28691,Cheque Bounce,2019-08-04,2019-08-19,Resolved,2
12223,2479,Account Statement,2025-11-07,2025-11-26,Resolved,3
12224,2604,Cheque Bounce,2019-02-04,2019-02-21,Open,4
12225,18869,Loan Query,2021-07-10,2021-07-24,Resolved,3
12226,21641,Loan Query,2025-02-06,2025-02-24,Resolved,1
12227,37149,Interest Query,2023-06-14,2023-06-14,Open,3
12228,7983,Account Statement,2024-10-20,2024-10-29,Resolved,5
12229,36369,Wrong Debit,2024-08-02,2024-08-13,Resolved,1
12230,1705,Account Statement,2020-01-23,2020-01-29,Resolved,2
12231,57262,Net Banking Issue,2024-12-22,2024-12-31,Resolved,4
12232,3222,Fraud Report,2020-04-29,2020-05-11,Escalated,3
12233,1592,Interest Query,2019-10-29,2019-11-07,Escalated,3
12234,19202,Card Blocked,2022-07-22,2022-08-08,Open,3
12235,496,Loan Query,2020-06-30,2020-07-16,Resolved,4
12236,39613,Card Blocked,2020-05-06,2020-05-23,Resolved,3
12237,29328,App Login Issue,2020-07-25,2020-07-27,Open,4
12238,40167,KYC Update,2022-04-06,2022-04-19,Resolved,4
12239,55691,Net Banking Issue,2022-02-01,2022-02-09,Open,5
12240,1517,Net Banking Issue,2019-10-12,2019-10-13,Escalated,4
12241,21795,Net Banking Issue,2025-10-28,2025-11-07,Resolved,2
12242,33755,Cheque Bounce,2025-01-27,2025-02-03,Resolved,5
12243,28329,KYC Update,2020-01-05,2020-01-14,Escalated,5
12244,31275,Cheque Bounce,2024-01-24,2024-02-03,Resolved,2
12245,49770,Interest Query,2019-03-13,2019-03-16,Escalated,3
12246,30950,Net Banking Issue,2020-09-22,2020-09-29,Resolved,3
12247,55131,Cheque Bounce,2020-11-22,2020-11-25,Resolved,5
12248,34180,Loan Query,2024-06-20,2024-06-24,Resolved,3
12249,58241,Fraud Report,2020-12-23,2021-01-11,Resolved,2
12250,14214,Loan Query,2021-01-17,2021-01-20,Resolved,1
12251,26946,Loan Query,2023-03-10,2023-03-22,Resolved,3
12252,12629,Cheque Bounce,2023-03-16,2023-03-28,Resolved,3
12253,13616,KYC Update,2020-02-22,2020-03-05,Resolved,4
12254,17800,Interest Query,2019-02-09,2019-02-24,Resolved,5
12255,32291,Interest Query,2025-02-21,2025-03-10,Resolved,3
12256,2449,Card Blocked,2022-05-04,2022-05-20,Resolved,2
12257,47321,Cheque Bounce,2022-03-30,2022-04-03,Escalated,2
12258,58003,Account Statement,2025-12-05,2025-12-09,Resolved,1
12259,25959,KYC Update,2022-10-30,2022-11-11,Open,1
12260,52478,Fraud Report,2019-05-04,2019-05-09,Open,5
